2.12557854518791e-01,1.96621243692937e-01,2.12193241873392e-01,2.00742682459046e-01,2.05836523355543e-01,2.01382090809578e-01,1.98825220449670e-01,2.00358510324662e-01,2.01957250163063e-01,1.91201657375984e-01,2.02188413347603e-01,1.95393774128511e-01,2.02032298948208e-01,2.03208872304228e-01,2.01878692307758e-01,1.93825191394108e-01
2.07449156773722e-01,1.96929404277593e-01,2.07910533825111e-01,1.98461076348753e-01,2.04639690286204e-01,2.00816085391468e-01,1.98556843127649e-01,1.99298152049291e-01,2.01904156445486e-01,1.98625668894085e-01,2.01529005060088e-01,1.99814625012879e-01,2.02656028963992e-01,2.00660339332712e-01,2.02028827231629e-01,1.97641242132467e-01
2.00760853896873e-01,1.98988546859724e-01,1.93199451590899e-01,1.92532678729559e-01,2.05002927579104e-01,1.98271687584329e-01,1.97304801240357e-01,1.99928161515704e-01,1.93650587738669e-01,1.97668885695596e-01,1.99520332686519e-01,1.96885415281083e-01,2.06317912839412e-01,2.00130034598668e-01,1.98225780142257e-01,2.02678463765852e-01
2.00455108657548e-01,1.99815731551537e-01,1.94789209209042e-01,1.97168508676941e-01,2.03989838952555e-01,1.99150661533603e-01,1.98815713908020e-01,1.97767375475815e-01,1.96318299388614e-01,1.99819792550674e-01,1.98806914724871e-01,1.99237084338831e-01,2.06398587162848e-01,1.97411878278294e-01,2.00101563779697e-01,2.01322818242983e-01
1.97020503667524e-01,1.96001186996494e-01,1.92370751782178e-01,1.98234930029779e-01,2.06259151867497e-01,1.96437246816936e-01,1.95146433352294e-01,1.94985336660400e-01,1.92138044959160e-01,2.01452337970936e-01,1.95288548476250e-01,2.01850959992327e-01,2.02220460568260e-01,1.93779278929961e-01,1.97296084250407e-01,2.00502465203091e-01
1.94203605149537e-01,1.96200953530319e-01,1.94462583208111e-01,2.01867373851946e-01,2.05680098402380e-01,1.96186825265254e-01,1.94038918705858e-01,1.93692011638951e-01,1.92466795450441e-01,2.03798901312190e-01,1.95458300707440e-01,2.05804168744792e-01,2.05017743656107e-01,1.92500005478347e-01,1.97291669319395e-01,2.01613316739644e-01
1.94327479118066e-01,1.97702927725805e-01,1.96860171502271e-01,1.96701709205666e-01,2.04701529435571e-01,1.95516097853690e-01,1.95033303589014e-01,1.95640619915707e-01,1.92988357343515e-01,2.04222181304769e-01,1.94795570891866e-01,2.02060309183643e-01,2.02147074215967e-01,1.94954157563303e-01,1.99134923218534e-01,1.98957381615940e-01
2.00625492965482e-01,2.00950389811428e-01,2.07175345630011e-01,1.91080239375930e-01,1.99985327205203e-01,1.99751280823045e-01,1.99306144739070e-01,2.01254384485944e-01,2.01818526119738e-01,2.06647351649787e-01,2.00722086052567e-01,2.04147168277487e-01,2.04628710183340e-01,2.03012736527994e-01,2.02877235489561e-01,2.01081471821624e-01
2.00859856355629e-01,1.98414185068856e-01,2.07709589025473e-01,2.00760121426277e-01,2.02999309414660e-01,1.99274680009297e-01,1.98720637127182e-01,1.99539093891242e-01,2.01904624173281e-01,1.97221253316601e-01,2.02296005985767e-01,1.99722913554215e-01,1.99944766793047e-01,2.00040239072688e-01,2.02807979329737e-01,1.97517994475813e-01
1.96270823663962e-01,2.04068973053650e-01,1.97938433750709e-01,2.04566389193228e-01,1.99164201652145e-01,2.01627848904808e-01,2.01350541569147e-01,2.00934315459105e-01,1.98483968579094e-01,2.04875474539997e-01,2.03181027186938e-01,2.06024182059162e-01,2.05867010404216e-01,1.99981030552847e-01,2.00723414065066e-01,2.05299706598960e-01
1.97824668453893e-01,2.03264578574370e-01,2.08100256021868e-01,2.03026823879308e-01,1.96894129038643e-01,1.98597223435099e-01,2.02505434112816e-01,2.01005089607274e-01,1.98458589608287e-01,2.06609074705501e-01,2.02322362401028e-01,2.10205470708381e-01,2.03905150731332e-01,2.01290998690533e-01,2.03554883875965e-01,2.03648925173034e-01
2.02678274924846e-01,2.04558779588932e-01,2.23159427697772e-01,2.05431260536031e-01,1.93901194777599e-01,2.02790633605169e-01,2.05153446505608e-01,2.04781825457243e-01,2.04265094438568e-01,2.06577773017918e-01,2.09436486290237e-01,2.13977002756970e-01,2.00967089819557e-01,2.04425012781128e-01,2.05652322727922e-01,2.03026350517986e-01
