3.69085527670431e-02,3.14301981582033e-03,1.35162033644425e-02,1.04263055477682e-02,2.24372898743930e-02,1.30245079705285e-02,1.10531399376641e-23,1.72034723080374e-03,1.45668006974006e-23,1.38465816850361e-23,4.28871353351996e-24,1.45026955678499e-02,1.20718191345830e-23,5.61798900330852e-03,1.18647292372522e-02,9.47034435116371e-24,2.52673079893592e-03,1.57182911549333e-03,1.53648879212087e-02,2.65609513346234e-03,1.18886000178673e-23,4.82266967885133e-04,1.43149828080390e-23,8.25187051663417e-03,6.27012171221632e-03,1.74676819683576e-02,7.99660431160074e-03,5.90361368668607e-02,8.22202409006595e-03,5.90999749330844e-03,5.98477424827382e-03,8.08711168673413e-03
3.74918541596102e-02,1.34556461023263e-03,1.42999029869812e-02,1.05845378374915e-02,2.45289545658516e-02,1.26545731794776e-02,1.10531399376641e-23,1.39162031815890e-03,1.45668006974006e-23,1.38465816850361e-23,4.28871353351996e-24,1.50627185567388e-02,2.80398548227879e-04,5.98198975404373e-03,1.23238948247942e-02,9.47034435116371e-24,2.90131563148137e-03,1.89413873308510e-03,1.69581803241191e-02,3.51674035096319e-03,1.18886000178673e-23,7.01075766763665e-24,1.43149828080390e-23,8.14533481819555e-03,3.00047600150048e-03,1.70813323494825e-02,7.84572678286567e-03,6.15482514515524e-02,1.11726009276556e-02,4.81766961169670e-03,5.78776320594798e-03,9.92578712110498e-03
3.79827826038547e-02,2.41285867775928e-24,1.51677737161709e-02,1.05321112777332e-02,2.69612874468839e-02,1.27272327889432e-02,1.10531399376641e-23,5.13219589703196e-04,1.45668006974006e-23,1.38465816850361e-23,4.28871353351996e-24,1.53681973934350e-02,2.20588751364929e-03,6.34633861137947e-03,1.27834725659507e-02,9.47034435116371e-24,3.18419089949978e-03,2.26889948635486e-03,1.85811864494188e-02,4.75270013694434e-03,1.18886000178673e-23,7.01075766763665e-24,1.43149828080390e-23,8.01954725255137e-03,1.36087873486481e-23,1.65098016624010e-02,7.39478397346233e-03,6.36940153095985e-02,1.41093271754741e-02,3.77765353452572e-03,5.61581538653719e-03,1.17533538093430e-02
3.83080512916332e-02,2.41285867775928e-24,1.60789651772894e-02,1.04245336120748e-02,2.89158302665791e-02,1.34483420842441e-02,1.10531399376641e-23,6.07972134652289e-24,1.45668006974006e-23,1.38465816850361e-23,4.28871353351996e-24,1.55341904481861e-02,3.51698207950610e-03,6.73542446580182e-03,1.32584783938481e-02,9.47034435116371e-24,2.75235856384642e-03,2.51635854395776e-03,1.94988075494305e-02,5.94140776142599e-03,1.18886000178673e-23,7.01075766763665e-24,2.82980906293661e-04,7.74221305716629e-03,1.36087873486481e-23,1.58548389486273e-02,7.50763139315420e-03,6.50657064574056e-02,1.61573221861246e-02,3.20916988754637e-03,5.51692599543158e-03,1.31369132682342e-02
3.86878662433658e-02,2.41285867775928e-24,1.65545008759220e-02,9.97429135734860e-03,2.99227990739178e-02,1.43036527324000e-02,1.10531399376641e-23,6.07972134652289e-24,2.05000965075609e-04,1.38465816850361e-23,4.28871353351996e-24,1.55876365189331e-02,4.02252835113205e-03,7.50605878504301e-03,1.36453155339825e-02,9.47034435116371e-24,2.16265112124207e-03,2.55990994070280e-03,1.93772538422977e-02,6.80757453273754e-03,1.18886000178673e-23,7.01075766763665e-24,1.43149828080390e-23,7.43666689925600e-03,1.36087873486481e-23,1.53476310081827e-02,7.49332469828262e-03,6.48587655878495e-02,1.70203367151711e-02,3.03396070047001e-03,5.42780991857907e-03,1.39735018198270e-02
3.88432074317415e-02,2.41285867775928e-24,1.65578863510619e-02,9.54301863870141e-03,3.00885373228683e-02,1.52160112862808e-02,1.10531399376641e-23,6.07972134652289e-24,5.26494522462705e-04,1.38465816850361e-23,4.28871353351996e-24,1.59423413280610e-02,4.26902934401313e-03,8.48857540298029e-03,1.42981799604967e-02,9.47034435116371e-24,1.24425500300708e-03,2.62700607017314e-03,1.90413367723406e-02,7.49042689296546e-03,1.18886000178673e-23,7.01075766763665e-24,1.43149828080390e-23,7.26427025253880e-03,1.36087873486481e-23,1.46916474697027e-02,7.18663973551105e-03,6.43535847514413e-02,1.71230299793358e-02,2.98972438225148e-03,5.26401924564118e-03,1.49059747269438e-02
3.86845180647284e-02,2.41285867775928e-24,1.62905809106536e-02,9.34458735027814e-03,2.99696910514110e-02,1.59923641032803e-02,1.10531399376641e-23,6.07972134652289e-24,7.98851455077616e-04,1.38465816850361e-23,4.28871353351996e-24,1.66932402903515e-02,4.18862175503200e-03,9.32744903134197e-03,1.51105701204340e-02,9.47034435116371e-24,1.18687197863299e-04,2.77669064741282e-03,1.90105889404730e-02,7.98197364708324e-03,1.18886000178673e-23,7.01075766763665e-24,1.43149828080390e-23,7.09548799054208e-03,1.36087873486481e-23,1.39606317493370e-02,6.72461828459790e-03,6.36553267890319e-02,1.67632250016486e-02,3.01105249673574e-03,5.02736712851789e-03,1.52018734664426e-02
3.83687275024262e-02,2.41285867775928e-24,1.59308364420919e-02,9.34733588757322e-03,2.97265883579975e-02,1.65871097115324e-02,1.10531399376641e-23,6.07972134652289e-24,7.31421073350114e-04,1.38465816850361e-23,4.28871353351996e-24,1.77983016320827e-02,3.96688311582106e-03,9.98225465408008e-03,1.57150654657133e-02,9.47034435116371e-24,9.06138396187456e-24,2.91528742780975e-03,1.92994540681002e-02,8.24551794233655e-03,1.18886000178673e-23,2.94641851550498e-04,1.43149828080390e-23,6.87342296655527e-03,1.36087873486481e-23,1.39002103925854e-02,6.24387030560336e-03,6.25462661505242e-02,1.61135996183746e-02,3.10972884105905e-03,4.80143881424954e-03,1.46544273966951e-02
3.82988737410449e-02,2.41285867775928e-24,1.53605130487206e-02,9.17116742195173e-03,2.87586185353748e-02,1.64891979958054e-02,1.10531399376641e-23,6.07972134652289e-24,5.44942219006938e-04,1.38465816850361e-23,4.28871353351996e-24,1.84140978107883e-02,4.27175602111307e-03,1.06697465974988e-02,1.57874987051282e-02,9.47034435116371e-24,9.06138396187456e-24,3.18834226049757e-03,1.96135445853294e-02,8.42806622425792e-03,1.18886000178673e-23,1.38143546576185e-03,1.43149828080390e-23,6.80269757031880e-03,1.36087873486481e-23,1.38760600639896e-02,5.85625552515549e-03,6.10226023701868e-02,1.52589907147941e-02,2.96879395125924e-03,4.93907053300061e-03,1.46091740638840e-02
3.80518755538874e-02,2.41285867775928e-24,1.46803600309394e-02,8.53256010803820e-03,2.81493047478985e-02,1.62840596208500e-02,1.10531399376641e-23,6.07972134652289e-24,3.40080595594309e-04,1.38465816850361e-23,4.28871353351996e-24,1.88025971060759e-02,5.04621072417443e-03,1.11054384386311e-02,1.52705016911528e-02,9.47034435116371e-24,9.06138396187456e-24,3.50385947886744e-03,2.00492685061217e-02,8.26298086938262e-03,1.18886000178673e-23,2.27654429287408e-03,1.43149828080390e-23,6.87766161808684e-03,1.36087873486481e-23,1.41411341444883e-02,5.59067516318944e-03,5.93548928850871e-02,1.51849986164338e-02,2.67625714838260e-03,5.63367678017168e-03,1.50737275254680e-02
