8.27103435221515e-03,3.25366123178421e-03
8.25795919990351e-03,3.34210764684389e-03
8.25320288845554e-03,3.42869457956658e-03
8.24135458676914e-03,3.50511176074405e-03
8.22556159432644e-03,3.57956288208367e-03
8.19071224182353e-03,3.70422454465069e-03
8.16851837307358e-03,3.83496063473289e-03
8.12670308230038e-03,4.01172155031123e-03
8.07855982693379e-03,4.14989746277874e-03
8.04165318555195e-03,4.33219975128640e-03
8.01986912575419e-03,4.45401246462563e-03
8.02320052834618e-03,4.54322170017396e-03
8.02670341955335e-03,4.66090535357797e-03
8.02918511784496e-03,4.78470757840785e-03
8.03221619602409e-03,4.86223864565984e-03
8.01861810692202e-03,4.95545546874957e-03
8.03049335242856e-03,5.02731371286598e-03
8.02181996624072e-03,5.14604565036337e-03
8.04181825898445e-03,5.23850033911933e-03
8.02710624683368e-03,5.33419331487999e-03
8.00790415941284e-03,5.44433502850219e-03
8.00757042088701e-03,5.55939243804439e-03
7.97567192331888e-03,5.69055806432103e-03
7.93754822553491e-03,5.84202852770110e-03
7.90238875925780e-03,5.99823775171207e-03
7.87478773734928e-03,6.15449823290987e-03
7.86411609612724e-03,6.28200611684613e-03
7.90649661425249e-03,6.37769647921400e-03
7.95450868870146e-03,6.42971800818026e-03
8.05579212640419e-03,6.40465306648727e-03
8.13019421781529e-03,6.49944877824978e-03
8.24911543066955e-03,6.47400207869483e-03
8.30549110907177e-03,6.50013500734305e-03
8.47419130856266e-03,6.46404530343115e-03
8.61852859238123e-03,6.36459878366557e-03
8.73613208139153e-03,6.35911589887457e-03
8.90327971750681e-03,6.32840572612601e-03
9.11755210002463e-03,6.18280530776128e-03
9.35538730182107e-03,6.11708679850240e-03
9.52947318340277e-03,6.07185684892799e-03
9.60268932322394e-03,6.09538823008378e-03
9.60177615883265e-03,6.18512008265418e-03
9.60417356138245e-03,6.30508835856484e-03
9.65797521168029e-03,6.38534323967025e-03
9.70396932443365e-03,6.46492377697355e-03
9.73914590420964e-03,6.52687234074517e-03
9.89753392735630e-03,6.57607405246583e-03
1.00247167789473e-02,6.60421527626121e-03
1.00889467995432e-02,6.76237329840139e-03
1.01991858659626e-02,6.84610421905301e-03
1.03328107570161e-02,6.94072486584020e-03
1.03833468966329e-02,7.03469764051980e-03
1.04398677757868e-02,7.11590356285824e-03
1.04933882151995e-02,7.19296136414902e-03
1.05942090412787e-02,7.21467521784679e-03
1.06837358627921e-02,7.18891694166547e-03
1.07859400596913e-02,7.21485435974940e-03
1.08664886356865e-02,7.21444302119556e-03
1.08643836915277e-02,7.25965768942958e-03
1.09066297768791e-02,7.24624898117984e-03
1.09569327161929e-02,7.19705096318384e-03
1.09671908411913e-02,7.20297996774792e-03
1.09338343914450e-02,7.16375682319154e-03
1.08978661163236e-02,7.15842390689493e-03
1.09570543228572e-02,7.10496424564987e-03
1.09523084543745e-02,7.04908279037172e-03
1.09906700365348e-02,6.99194832447165e-03
1.10523952222159e-02,6.94395384103921e-03
1.10286381642960e-02,7.00099319039808e-03
1.11158029245248e-02,6.99011985209428e-03
1.12122795455817e-02,7.00697404245259e-03
1.12146941399740e-02,7.09954339661887e-03
1.12865100181534e-02,7.14480003343770e-03
1.13694167956467e-02,7.18675692158363e-03
1.14192889796519e-02,7.23822781602563e-03
1.14545337795067e-02,7.28792388133495e-03
1.15511432472883e-02,7.25710341421308e-03
1.16908910490687e-02,7.20046970486797e-03
1.18151468417754e-02,7.11130583559890e-03
1.19404468471265e-02,7.07882198643717e-03
1.20963121801101e-02,6.90221319002580e-03
1.22034656268103e-02,6.84908415628341e-03
1.24679756947602e-02,6.56919963430553e-03
1.26134144850084e-02,6.43342015884414e-03
1.28369136354491e-02,6.21354752956464e-03
1.30454597845618e-02,5.98700968491925e-03
1.32029827610192e-02,5.76054198811924e-03
1.34088655176509e-02,5.53876238612843e-03
1.36343271282011e-02,5.24538053266933e-03
1.38617445487342e-02,4.96819029417156e-03
1.40753423452582e-02,4.75891575106931e-03
1.42953562811338e-02,4.44793285453974e-03
1.45310751726237e-02,4.22742209038891e-03
1.48327651149253e-02,3.93426714044113e-03
1.50327559896933e-02,3.69595637990957e-03
1.52484030678577e-02,3.42713174057098e-03
1.54237858044562e-02,3.21593219138475e-03
1.56802932812458e-02,2.97583188278449e-03
1.58392993878335e-02,2.81667459078545e-03
1.60115612662751e-02,2.59158131937409e-03
1.62145189190887e-02,2.40579473007898e-03
1.64226825660394e-02,2.22056074108004e-03
1.65390550769411e-02,2.04654615381354e-03
1.66360119237330e-02,1.96362832060185e-03
1.68280697190397e-02,1.76387862921938e-03
1.69795248835436e-02,1.64842912153118e-03
1.71496094179787e-02,1.51695650313916e-03
1.72291800803138e-02,1.39076920227374e-03
1.73520684594700e-02,1.27876390404724e-03
1.74588627628469e-02,1.16434241095925e-03
1.75739381004657e-02,1.00301630362598e-03
1.77151055019613e-02,8.73414485948853e-04
1.77588112476985e-02,7.84397004524662e-04
1.78118550727551e-02,7.10809083073807e-04
1.78578069068493e-02,6.25667395151855e-04
1.78318946212977e-02,6.09651541436745e-04
1.79343113269268e-02,4.93887249039212e-04
1.79637140745993e-02,4.95018859818354e-04
1.78871265848985e-02,4.85036336814090e-04
1.79731491626013e-02,4.53735303534707e-04
1.79148743543090e-02,4.46125906309302e-04
1.79049070098239e-02,4.92892267221237e-04
1.79440748881868e-02,4.62579945501184e-04
1.78963159648603e-02,4.91094849785155e-04
1.80257133647222e-02,4.49215506310089e-04
1.79572969693809e-02,5.76131582168790e-04
