1.20132501962874e-01,1.20506016160120e-01
1.20294271553141e-01,1.20717757545176e-01
1.20259427053865e-01,1.20583719026488e-01
1.20289839668945e-01,1.20500551317187e-01
1.20047543455174e-01,1.20435837739631e-01
1.20173167008016e-01,1.20493589340409e-01
1.20107459979893e-01,1.20369950348246e-01
1.20163007172128e-01,1.20292147071013e-01
1.19936454790713e-01,1.20153176521433e-01
1.19898458753419e-01,1.20036372763649e-01
1.19745094283493e-01,1.19967062920095e-01
1.19869041891884e-01,1.19896494342618e-01
1.19774535136863e-01,1.19808198211728e-01
1.19884675472318e-01,1.19843117939386e-01
1.19825906196787e-01,1.19863505340715e-01
1.19854035974899e-01,1.19939242424435e-01
1.19925653570635e-01,1.20129428478772e-01
1.19969002976127e-01,1.20129643779342e-01
1.20167512533198e-01,1.20345363567458e-01
1.20177103748299e-01,1.20345342420097e-01
1.20082279044264e-01,1.20182740526437e-01
1.20113621912355e-01,1.20110611460415e-01
1.20202624550510e-01,1.20041876505850e-01
1.20360925192869e-01,1.20029149494299e-01
1.20327137142165e-01,1.19977881716020e-01
1.20286518793047e-01,1.19867422077695e-01
1.20308341032572e-01,1.19928833293263e-01
1.20343188217111e-01,1.20008682029471e-01
1.20439802809740e-01,1.20124518255262e-01
1.20688642714608e-01,1.20520274817429e-01
1.21073493034448e-01,1.21046043105303e-01
1.21290373024549e-01,1.21249201658891e-01
1.21364453289923e-01,1.21272555782964e-01
1.21140424053816e-01,1.21050404027140e-01
1.21162285182404e-01,1.20941576218375e-01
1.20838405219985e-01,1.20629574395052e-01
1.20728033029511e-01,1.20427999044339e-01
1.20461098180202e-01,1.20271367198740e-01
1.20203538789685e-01,1.20142763475897e-01
1.20189824819983e-01,1.20146587468613e-01
1.20176743710496e-01,1.20138181483724e-01
1.20154909942433e-01,1.20002286020485e-01
1.20317226229683e-01,1.20078477421331e-01
1.20388083053069e-01,1.20133428165323e-01
1.20352819147463e-01,1.20146986836418e-01
1.20266752754013e-01,1.20145839140030e-01
1.20317392059601e-01,1.20193026248992e-01
1.20169202844913e-01,1.20052317550753e-01
1.20167043538095e-01,1.19970778609168e-01
1.20259733444091e-01,1.20062348620028e-01
1.20515186610055e-01,1.20331637575445e-01
1.20439521803176e-01,1.20252719961875e-01
1.20538328382882e-01,1.20213581222177e-01
1.20786196299171e-01,1.20461895047695e-01
1.20826532992445e-01,1.20416213448916e-01
1.20758649308813e-01,1.20334429623700e-01
1.20753858372273e-01,1.20368706766253e-01
1.20666300536508e-01,1.20450381703898e-01
1.20712533090969e-01,1.20578835689671e-01
1.20633208887703e-01,1.20774760131178e-01
1.20743848099449e-01,1.20987810347688e-01
1.20766587408947e-01,1.21108182288384e-01
1.20588264582641e-01,1.21022968871710e-01
1.20601545078917e-01,1.20987052921621e-01
1.20590402021994e-01,1.21048920094411e-01
1.20522940166405e-01,1.20966114555620e-01
1.20518540376632e-01,1.21023830669544e-01
1.20437096153985e-01,1.21009812711186e-01
1.20517558369934e-01,1.20990408455816e-01
