5.19084669497646e-03,1.38335333353188e-02,1.04743323385428e-02,1.43772012596515e-02,9.03890558805589e-03,2.57989943864461e-02,2.12050298255944e-24,1.90690377289083e-24
4.77744954152864e-03,1.42388924399671e-02,1.11160072687845e-02,1.49871144630803e-02,8.71608173633363e-03,2.57787682377112e-02,2.12050298255944e-24,1.90690377289083e-24
4.33443438522006e-03,1.47214825722982e-02,1.18442868974687e-02,1.56417753156624e-02,8.43021216752260e-03,2.56988958240284e-02,2.12050298255944e-24,1.90690377289083e-24
3.82535248094872e-03,1.51438624850029e-02,1.24477815140876e-02,1.61411460894393e-02,8.31917777219053e-03,2.55178158055207e-02,2.12050298255944e-24,1.90690377289083e-24
3.38309794879809e-03,1.53152274085812e-02,1.27933721511109e-02,1.65085500500429e-02,8.30381709286718e-03,2.54116793778771e-02,2.12050298255944e-24,1.90690377289083e-24
2.96804642304033e-03,1.53263166989821e-02,1.30404125436382e-02,1.66715152642722e-02,8.35596622511599e-03,2.52856223247631e-02,2.12050298255944e-24,1.90690377289083e-24
2.50633699386845e-03,1.52525943461105e-02,1.33380420113252e-02,1.68088399743918e-02,8.35008182733373e-03,2.50701921861507e-02,2.12050298255944e-24,1.90690377289083e-24
2.08330094832436e-03,1.51395127484375e-02,1.36286534345517e-02,1.69670923339505e-02,8.31580435100206e-03,2.49512424659932e-02,2.12050298255944e-24,1.90690377289083e-24
2.05601648303743e-03,1.49980095239977e-02,1.37470694136232e-02,1.71592358791855e-02,8.17834573424401e-03,2.49932293830000e-02,2.12050298255944e-24,1.90690377289083e-24
2.44427634723072e-03,1.47957334496315e-02,1.37618788821893e-02,1.72375982503619e-02,8.06329881269382e-03,2.51183792872232e-02,2.12050298255944e-24,1.90690377289083e-24
2.85788851585805e-03,1.45776109841986e-02,1.37691595091952e-02,1.71889804952096e-02,8.12911379697297e-03,2.53022109820155e-02,2.12050298255944e-24,1.90690377289083e-24
2.98102126270919e-03,1.43370086483912e-02,1.38582914148957e-02,1.70640699716825e-02,8.30422950447059e-03,2.54503785449319e-02,2.12050298255944e-24,1.90690377289083e-24
2.89442183178477e-03,1.41706855615645e-02,1.40400515374763e-02,1.70340902396423e-02,8.43633373994412e-03,2.55370257359659e-02,2.12050298255944e-24,1.90690377289083e-24
2.97899201148897e-03,1.39818886088377e-02,1.41693646032068e-02,1.70779048147275e-02,8.43112230482937e-03,2.56919142332025e-02,2.12050298255944e-24,1.90690377289083e-24
3.26302313349225e-03,1.38008908268915e-02,1.42649573288385e-02,1.71753941197887e-02,8.38119650190642e-03,2.59919597566115e-02,2.12050298255944e-24,1.90690377289083e-24
3.65122492827187e-03,1.37151759858666e-02,1.42423759026926e-02,1.72333382508461e-02,8.43583162121845e-03,2.63951307979915e-02,2.12050298255944e-24,1.90690377289083e-24
4.41370062089515e-03,1.35762758056610e-02,1.40362848376353e-02,1.73601418179138e-02,8.46915260904755e-03,2.67866041326186e-02,2.12050298255944e-24,1.90690377289083e-24
5.34951714317795e-03,1.33484897149673e-02,1.37480893815586e-02,1.75442364347978e-02,8.45782082361463e-03,2.70544569801415e-02,2.12050298255944e-24,1.90690377289083e-24
5.86981432993639e-03,1.30882510132537e-02,1.36285300988751e-02,1.76724574962223e-02,8.44624869610114e-03,2.72993889044566e-02,2.12050298255944e-24,1.90690377289083e-24
5.92922252206690e-03,1.29417872583573e-02,1.37429916933839e-02,1.77928216123219e-02,8.46177202295896e-03,2.74817379308560e-02,2.12050298255944e-24,1.90690377289083e-24
5.83192430520946e-03,1.28046039512525e-02,1.39701934016600e-02,1.78524178895758e-02,8.42955686018382e-03,2.74526718055007e-02,2.12050298255944e-24,1.90690377289083e-24
5.58807097829108e-03,1.25890272971238e-02,1.42663910236504e-02,1.80374560604369e-02,8.33466133406602e-03,2.74045158383938e-02,2.12050298255944e-24,1.90690377289083e-24
5.32101547238274e-03,1.24294990269059e-02,1.46097380653241e-02,1.82015749611461e-02,8.26464762557630e-03,2.75028749523576e-02,2.12050298255944e-24,1.90690377289083e-24
5.27022135547891e-03,1.22588214252187e-02,1.48457045320646e-02,1.84491764842113e-02,8.14471845250200e-03,2.75369619717856e-02,2.12050298255944e-24,1.90690377289083e-24
5.16415941979266e-03,1.20542339546484e-02,1.51419709761980e-02,1.89739393912524e-02,7.79600990904521e-03,2.74150550916569e-02,2.12050298255944e-24,1.90690377289083e-24
5.09792626650451e-03,1.18253607295527e-02,1.54550186220152e-02,1.93529381609201e-02,7.56215436106212e-03,2.74370563022915e-02,2.12050298255944e-24,1.90690377289083e-24
5.18318384185367e-03,1.16157412930357e-02,1.57192318725382e-02,1.95189732970274e-02,7.43298225363313e-03,2.74444583597866e-02,2.12050298255944e-24,1.90690377289083e-24
5.37237904667669e-03,1.15128074767818e-02,1.59571183270123e-02,1.95033538004617e-02,7.45431868199801e-03,2.74651590746125e-02,2.12050298255944e-24,1.90690377289083e-24
5.48757127443857e-03,1.14812286640541e-02,1.62154769888014e-02,1.95024207874345e-02,7.42042038620964e-03,2.73907573411108e-02,2.12050298255944e-24,1.90690377289083e-24
5.67780436779498e-03,1.15131878292017e-02,1.64650753160339e-02,1.95610525354223e-02,7.32099974586219e-03,2.73464714424640e-02,2.12050298255944e-24,1.90690377289083e-24
5.84557325254890e-03,1.15431966218646e-02,1.67590939674001e-02,1.96963535303117e-02,7.20500861462733e-03,2.73293925590213e-02,2.12050298255944e-24,1.90690377289083e-24
5.80945603435346e-03,1.15099378382281e-02,1.71561252508763e-02,1.96781492420361e-02,7.21202983376684e-03,2.71157067812027e-02,2.12050298255944e-24,1.90690377289083e-24
5.55996935090107e-03,1.15850176080886e-02,1.75859721478514e-02,1.95558355315413e-02,7.34486622999926e-03,2.67421364254256e-02,2.12050298255944e-24,1.90690377289083e-24
5.21575434932931e-03,1.17377805685128e-02,1.79823735692540e-02,1.95905443574592e-02,7.40579553855645e-03,2.65989288060119e-02,2.12050298255944e-24,1.90690377289083e-24
4.85857097536271e-03,1.18585203656727e-02,1.83900713153985e-02,1.96978942686781e-02,7.42956993368346e-03,2.65352976094631e-02,2.12050298255944e-24,1.90690377289083e-24
