3.85460630850697e-03,2.80439356375712e-03,6.00357422796509e-03,1.16555066431952e-23,2.95741516438792e-02,2.39616218828367e-03,2.64701599131908e-03,3.51358866164883e-03,3.14513621928161e-03,8.72775862926519e-03,4.85253420153001e-04,8.90030773420566e-03,8.85807416327585e-24,6.76645755457898e-03,4.69432400504958e-24,6.48537327045264e-03
3.24206175098321e-03,2.63452382111869e-03,5.99265568059697e-03,1.16555066431952e-23,2.97230994014523e-02,1.88978905555817e-03,2.79698909900548e-03,3.40869972555425e-03,3.16926578714456e-03,8.98538742752054e-03,4.82208751564129e-04,8.87671332533506e-03,8.85807416327585e-24,7.08627925341581e-03,4.69432400504958e-24,6.67916119161256e-03
2.57674579331546e-03,2.26104680954663e-03,6.02310121652723e-03,1.15043737188966e-04,2.99290689424826e-02,1.53146569103165e-03,2.92131945869495e-03,3.30149257609372e-03,3.13288222954458e-03,9.43851027190477e-03,4.15143502925798e-04,9.03606602325506e-03,8.85807416327585e-24,7.35114120438191e-03,4.69432400504958e-24,7.02119414358111e-03
2.57448975246688e-03,2.05400626392971e-03,6.17473272351690e-03,2.46717877125109e-04,3.02823684035505e-02,1.89953836840198e-03,2.94206148904336e-03,3.40382209891819e-03,3.06928273089171e-03,9.79348204859766e-03,1.27404145388434e-04,9.37623264891570e-03,8.85807416327585e-24,7.21124881410060e-03,4.69432400504958e-24,7.34525543473068e-03
2.67841301141150e-03,2.08066857585956e-03,6.32429330801890e-03,2.89264644223922e-04,3.04921223517024e-02,2.01886373044694e-03,2.90261834224497e-03,3.44942907906467e-03,2.83141953488600e-03,1.01736921462279e-02,2.38458966842663e-24,9.72224402107538e-03,8.85807416327585e-24,7.17835723237770e-03,4.69432400504958e-24,7.43630078748503e-03
2.58319997744086e-03,2.16934996085643e-03,6.47247740644571e-03,9.03840320690883e-04,3.05986199008789e-02,1.95952937261429e-03,2.80263714599683e-03,3.25800914924142e-03,2.59082544905510e-03,1.06351423122587e-02,2.38458966842663e-24,1.00453431552093e-02,8.85807416327585e-24,7.42888740258954e-03,4.69432400504958e-24,7.62905283499967e-03
2.25297642546455e-03,1.88667706428366e-03,6.49547576680933e-03,2.47425086623629e-03,3.06544023545096e-02,1.92152513943749e-03,2.69850234576757e-03,3.31112685878255e-03,2.55321253156708e-03,1.09407678445828e-02,2.38458966842663e-24,1.05648725386451e-02,8.85807416327585e-24,7.62179754003311e-03,4.69432400504958e-24,7.82588118476591e-03
2.23865753780037e-03,1.92320236537384e-03,6.54649649181413e-03,4.07208670796818e-03,3.05637055700649e-02,2.11463218865111e-03,2.47584414498202e-03,3.46466687328336e-03,2.44447843125752e-03,1.11620835488009e-02,2.38458966842663e-24,1.13408541436292e-02,8.85807416327585e-24,7.67047162838068e-03,4.69432400504958e-24,7.94248757440254e-03
2.32351313500029e-03,2.75610256663297e-03,6.68961773955265e-03,4.50622896485591e-03,3.02088940422172e-02,2.44044423455802e-03,2.14213598220548e-03,3.26376067938545e-03,2.01562413800389e-03,1.11418052640949e-02,2.38458966842663e-24,1.18126855749660e-02,8.85807416327585e-24,7.84031086862028e-03,4.69432400504958e-24,7.88971665997107e-03
2.44173798927637e-03,3.27870219639726e-03,6.75636244387688e-03,4.31770896180107e-03,2.97090689916401e-02,2.69620520694993e-03,1.98552811819381e-03,3.26393305427686e-03,1.40374164331958e-03,1.11078898559313e-02,1.01020404247399e-04,1.25519938341185e-02,8.85807416327585e-24,8.16256681718009e-03,4.69432400504958e-24,7.70853147655571e-03
