2.20965151773631e-02,3.53475511144275e-03,3.57446369353076e-03,5.48879334120812e-03
2.20920567826657e-02,3.57095936548572e-03,3.56207189802893e-03,5.57145975868200e-03
2.20532160624097e-02,3.61214535174621e-03,3.57006377883519e-03,5.64939654837084e-03
2.21471616763542e-02,3.64235606379792e-03,3.52701822478642e-03,5.72679729898476e-03
2.21870524461390e-02,3.64724349556631e-03,3.51109877847892e-03,5.81000283251209e-03
2.21808264111503e-02,3.64120094461308e-03,3.50492850548945e-03,5.94996153842918e-03
2.21578259148103e-02,3.63974050154174e-03,3.52150956467781e-03,6.09707289140685e-03
2.20839134492754e-02,3.65790078989473e-03,3.52871501686744e-03,6.28063099320980e-03
2.18617438353823e-02,3.65782603975891e-03,3.57540956311854e-03,6.41740094193908e-03
2.15634480551429e-02,3.70494496606928e-03,3.64854366533633e-03,6.58141658942320e-03
2.11538123299275e-02,3.86667954865867e-03,3.69337861854912e-03,6.61534935953635e-03
2.07067905957209e-02,4.09174654479103e-03,3.73962579676745e-03,6.58393773975840e-03
2.03486187827189e-02,4.31461283839934e-03,3.76676766462633e-03,6.59235015771839e-03
2.00535975393285e-02,4.50314969574241e-03,3.79326671348523e-03,6.62843010244409e-03
1.98561889874542e-02,4.55495363552539e-03,3.85590054961922e-03,6.68302025118004e-03
1.99209392495260e-02,4.55559786928288e-03,3.84157233500185e-03,6.79286797653071e-03
2.00387176227256e-02,4.61347647017278e-03,3.80488683220289e-03,6.85969064048166e-03
2.01874499258831e-02,4.67084812403015e-03,3.74281709492452e-03,6.97855831331161e-03
2.02322065445424e-02,4.73090370735399e-03,3.74806359085032e-03,7.06591237740738e-03
2.03173215630256e-02,4.71874696071295e-03,3.73425921294907e-03,7.18584277543332e-03
2.01155895391891e-02,4.76554355408758e-03,3.77846495755062e-03,7.27559866845890e-03
1.95612034465723e-02,4.94065999010030e-03,3.89144633795208e-03,7.29223999029767e-03
1.91079916184773e-02,5.00876394864290e-03,3.99481503606750e-03,7.37803845766329e-03
1.87487205232824e-02,5.05714732195505e-03,4.07620802625341e-03,7.50137663008932e-03
1.84563832652066e-02,5.12786767769787e-03,4.12762359658174e-03,7.62401456256896e-03
1.81458706095019e-02,5.24701112802073e-03,4.16697883544973e-03,7.72380674383810e-03
1.78495801462323e-02,5.35450018957392e-03,4.22469002332630e-03,7.80049210833644e-03
1.74794559623754e-02,5.49274044196344e-03,4.35648325323389e-03,7.83342574783874e-03
1.71291318928548e-02,5.63443494280101e-03,4.47441245369055e-03,7.81591279819587e-03
1.66894544859792e-02,5.83240122297455e-03,4.64190911981127e-03,7.68844267619731e-03
1.63201476328781e-02,5.99095154322720e-03,4.80680092494898e-03,7.71876474173092e-03
1.57420635324288e-02,6.24018732762901e-03,5.01474481076519e-03,7.56233674300069e-03
1.54698287480226e-02,6.34701128966155e-03,5.13129718971033e-03,7.53874264750401e-03
1.49942012566225e-02,6.56126762637041e-03,5.39490038185377e-03,7.40571382152745e-03
1.46338673083064e-02,6.72805081854672e-03,5.59288689146368e-03,7.22238582711426e-03
1.41116641039729e-02,7.00370009084182e-03,5.76924872842736e-03,7.07989399827328e-03
1.35198483454132e-02,7.34865584927289e-03,5.99214887331539e-03,6.88199557283571e-03
1.30816345457443e-02,7.60309160353865e-03,6.25179493540876e-03,6.61448639999585e-03
1.24301383064841e-02,7.98632145825988e-03,6.56261687904990e-03,6.37155853703115e-03
1.19561356429059e-02,8.30084105743369e-03,6.76880916193867e-03,6.18101543416977e-03
1.16078714893359e-02,8.51898515339432e-03,6.86528560925787e-03,6.10053926573625e-03
1.13871934860529e-02,8.65138120175120e-03,6.88376646698847e-03,6.12825133652615e-03
1.10197102380888e-02,8.86550983743855e-03,6.91608000705085e-03,6.14345345626694e-03
1.06921576632479e-02,9.07474179178001e-03,7.00057866572382e-03,6.12991751352123e-03
1.05864439798996e-02,9.15550214860564e-03,7.07724346848677e-03,6.18949286699286e-03
1.06264355689145e-02,9.14851390205351e-03,7.13696693333490e-03,6.27733109568258e-03
1.02350765331673e-02,9.35892236750743e-03,7.38455246780880e-03,6.24938082340370e-03
1.00523254712887e-02,9.39854472504013e-03,7.61441185221908e-03,6.28455004962510e-03
9.67741097609460e-03,9.56365502409939e-03,7.78054282759205e-03,6.38363987418726e-03
9.34291631493646e-03,9.67297399795710e-03,8.01062454533638e-03,6.43708922525633e-03
9.00015002995162e-03,9.74323091752549e-03,8.30513217478312e-03,6.52742935231992e-03
8.74328908289520e-03,9.72483854736233e-03,8.50469605062396e-03,6.64354339357984e-03
8.51025955133348e-03,9.66553139262684e-03,8.72613660193048e-03,6.76752953050455e-03
8.49412816906864e-03,9.48478341889309e-03,8.94307581379642e-03,6.95840465131724e-03
8.44851066567582e-03,9.31338073300797e-03,9.21661736263090e-03,7.08980106904063e-03
8.37036171309359e-03,9.19823128881053e-03,9.43604518751696e-03,7.13304275496396e-03
8.18741540152839e-03,9.19708426700952e-03,9.65501694723890e-03,7.17857246212253e-03
8.13666082126449e-03,9.16302935069413e-03,9.80999846175698e-03,7.21178041019099e-03
8.43116698964852e-03,8.91305319626451e-03,9.87405153890985e-03,7.40382058661749e-03
8.70747381768142e-03,8.71883772836765e-03,9.95669364588084e-03,7.51003755510319e-03
9.06460028706456e-03,8.48825438691496e-03,1.00349472967525e-02,7.59891920845922e-03
9.62516945374591e-03,8.17923280991540e-03,1.00508796442302e-02,7.79321318255396e-03
1.02018119795213e-02,7.88497223246174e-03,9.97502920386120e-03,7.91736334417348e-03
1.07874764794256e-02,7.60752846084078e-03,9.89217276290334e-03,8.07323723817303e-03
1.10529479782662e-02,7.49081392367380e-03,9.94294276756529e-03,8.09882840801433e-03
1.14761855623027e-02,7.33496233333024e-03,9.87039654279194e-03,8.13440934496083e-03
1.17917942144668e-02,7.25050080741306e-03,9.85304223240325e-03,8.13802619251264e-03
1.18735523218870e-02,7.33587113786162e-03,9.84766935521993e-03,8.06151516964601e-03
1.20689619097061e-02,7.32849713141141e-03,9.76855796843266e-03,8.13873351279122e-03
1.19686259977906e-02,7.47067234215801e-03,9.83905860939262e-03,8.07304566419498e-03
1.18386100208939e-02,7.66748861959537e-03,9.90813107997953e-03,8.01404432999065e-03
1.19113709862093e-02,7.82770949539586e-03,9.81732065017364e-03,8.05057821865326e-03
1.17292108571745e-02,8.11651475722985e-03,9.82050716176957e-03,7.97089156074136e-03
1.14361699682608e-02,8.41533566397258e-03,9.87020398468586e-03,7.87823126888437e-03
1.11969906473179e-02,8.69086010197757e-03,9.87097089439272e-03,7.80287131165039e-03
1.11343997996594e-02,8.93699538398553e-03,9.80860073099984e-03,7.74671106843004e-03
1.10606953966352e-02,9.16058381988746e-03,9.82887193692041e-03,7.62153044729251e-03
1.09380179671833e-02,9.40796180949615e-03,9.90604605113260e-03,7.46232343958706e-03
1.07896291429916e-02,9.62989417316676e-03,9.97458288079369e-03,7.27188894405368e-03
1.05956489088914e-02,9.91398397449765e-03,1.00390501096383e-02,7.11548812215008e-03
1.04020771034820e-02,1.01877306812367e-02,1.01104672877661e-02,6.80234456785651e-03
1.04145137800028e-02,1.03695353950429e-02,1.01351371976965e-02,6.67958701817943e-03
1.00932217487072e-02,1.06771506222199e-02,1.03561306366597e-02,6.24801456444334e-03
9.99893371158424e-03,1.09274278118890e-02,1.04061144974235e-02,5.99756002034167e-03
9.67704345170297e-03,1.13042026110809e-02,1.05440408147195e-02,5.59224668356646e-03
9.46702724582936e-03,1.16129350874983e-02,1.06626508647636e-02,5.21482255330112e-03
9.34840744425706e-03,1.18178359130209e-02,1.07399147788516e-02,4.88049528239292e-03
9.07246162229986e-03,1.21475560082195e-02,1.08655133586134e-02,4.49385621112525e-03
8.88616884444013e-03,1.24273559078332e-02,1.09977585277011e-02,4.05791108193532e-03
8.57726106638251e-03,1.27185362857347e-02,1.11719241750372e-02,3.62857376138203e-03
8.36645678284747e-03,1.30446481043106e-02,1.12917460480606e-02,3.26483490777853e-03
8.06493871101102e-03,1.33362604042864e-02,1.14414295570525e-02,2.79441449613234e-03
7.95972869544331e-03,1.36490606214579e-02,1.15624665291603e-02,2.43605511036058e-03
7.61730316456481e-03,1.40334886824991e-02,1.17933924449964e-02,1.95965537136556e-03
7.39143059301608e-03,1.43285895093211e-02,1.19078850211068e-02,1.57282052653804e-03
7.31034257756431e-03,1.45423787202361e-02,1.20369842000278e-02,1.20234387219942e-03
7.16333334281730e-03,1.47694341080402e-02,1.21388655000405e-02,8.79080964459012e-04
7.09992320868070e-03,1.49293183149887e-02,1.23636763952350e-02,5.79696483423223e-04
7.04306626869377e-03,1.50727283753297e-02,1.24783590243647e-02,3.59551867223501e-04
7.13632352261461e-03,1.50996714290089e-02,1.26128414987153e-02,1.31087727004840e-04
7.35126060146623e-03,1.51360898926411e-02,1.27576546083181e-02,8.43590961217351e-25
7.56186938960689e-03,1.51543409518656e-02,1.29229281969971e-02,8.43590961217351e-25
7.72681662111135e-03,1.51398545282208e-02,1.29930822543812e-02,8.43590961217351e-25
7.91473829750697e-03,1.51944555769967e-02,1.30126239539760e-02,8.43590961217351e-25
7.88237853885539e-03,1.52275991435886e-02,1.32226148064184e-02,8.43590961217351e-25
8.18461011459328e-03,1.51887471551726e-02,1.33309585365227e-02,8.43590961217351e-25
8.38276449025747e-03,1.51652089154299e-02,1.34865574356350e-02,8.43590961217351e-25
8.81250014506496e-03,1.49692109974807e-02,1.35394097244271e-02,8.43590961217351e-25
9.30131174509223e-03,1.47931210330844e-02,1.36283690627190e-02,8.43590961217351e-25
9.92603268197357e-03,1.45560416462165e-02,1.36842400526897e-02,8.43590961217351e-25
1.06079298202087e-02,1.42361188463682e-02,1.37692163150316e-02,8.43590961217351e-25
1.12391843419827e-02,1.40228119857087e-02,1.38537968475289e-02,8.43590961217351e-25
1.19709444610181e-02,1.37448042222750e-02,1.38144358354064e-02,8.43590961217351e-25
1.26333851758088e-02,1.35075012904658e-02,1.37917564601945e-02,8.43590961217351e-25
1.34248585928134e-02,1.31947384876631e-02,1.37578722115781e-02,8.43590961217351e-25
