5.64035766035478e-03,2.18437865825993e-03,4.42304209313493e-03,1.50794577678395e-03,2.94990826640006e-02,4.24444882862958e-03,3.89858843781995e-03,6.10084608818717e-03,6.70174280545483e-03,9.82832902625370e-03,3.57370163025545e-03,6.42946915097126e-03
5.61232850982766e-03,1.77364315601062e-03,4.62795349320787e-03,1.71688561223239e-03,2.95114008681594e-02,4.26740942817540e-03,4.01050692561893e-03,5.99983007627370e-03,6.78298934653862e-03,9.62700706372542e-03,3.52046133981731e-03,6.67143494723979e-03
5.62010729242908e-03,1.26665384212209e-03,4.86213231404176e-03,1.90639697950539e-03,2.96083182752808e-02,4.27947301635085e-03,4.19599483825967e-03,5.97958060520731e-03,6.73625146345433e-03,9.50213376878458e-03,3.48374297565366e-03,6.89951887393894e-03
5.59325102460429e-03,6.93064185968501e-04,4.90783243079654e-03,2.07259748142973e-03,2.99047457226346e-02,4.68814512950221e-03,4.36165351639291e-03,5.59793088351248e-03,6.72879961718607e-03,1.02248469486358e-02,3.55942807720019e-03,6.79039788801281e-03
5.59340666815269e-03,3.66420058314105e-04,4.88325822448582e-03,2.23397906460505e-03,3.00449588537170e-02,4.89349670406488e-03,4.37179419872276e-03,5.58621444312794e-03,6.56753729305462e-03,1.09574252817562e-02,3.60401612656189e-03,6.85557032598154e-03
5.59896243773997e-03,3.50901791764055e-24,5.08554788017316e-03,2.46360347224975e-03,3.01171712852320e-02,4.96793546477469e-03,4.43252348679438e-03,5.68449636965224e-03,6.50117776247367e-03,1.13175397475814e-02,3.52628803973376e-03,7.09507216637703e-03
5.72968612823596e-03,3.50901791764055e-24,5.43128086022152e-03,2.58743531549462e-03,3.02183826301414e-02,5.15710672175586e-03,4.62169697170325e-03,5.55806446434281e-03,6.62619007347417e-03,1.14237428443062e-02,3.44621372779482e-03,7.19555538909548e-03
5.90084154847885e-03,3.50901791764055e-24,5.64953559732034e-03,2.70253549473293e-03,3.02234056503858e-02,5.60760273971154e-03,4.73248382288147e-03,5.51295237099224e-03,6.73581978557086e-03,1.20940694834108e-02,3.32420438976332e-03,7.18228654844000e-03
5.86751865837788e-03,3.50901791764055e-24,5.82721528294583e-03,2.90586194989871e-03,2.99226097473668e-02,5.81318474426806e-03,4.66089840366974e-03,5.96063236232940e-03,6.79807636905870e-03,1.24787139628923e-02,3.11168306728082e-03,7.20251649940164e-03
6.10636023878539e-03,3.50901791764055e-24,5.83112254443381e-03,3.04498000014952e-03,2.95407495062881e-02,6.06684847864712e-03,4.49322580423103e-03,6.60720784604178e-03,6.73392108621919e-03,1.26139115423899e-02,2.91280463511345e-03,7.25038639365476e-03
6.21209529831017e-03,3.50901791764055e-24,5.54755071352848e-03,3.09930153143045e-03,2.91820877847047e-02,6.86945080520128e-03,4.28320289026624e-03,7.30417294454352e-03,6.56476009112358e-03,1.34788959974593e-02,2.65177675983687e-03,7.32393468926047e-03
6.05887644577175e-03,3.50901791764055e-24,5.24020076572291e-03,3.19384793178980e-03,2.88594105709481e-02,7.86031933439069e-03,4.05338906518398e-03,8.25844657505739e-03,6.27939195094747e-03,1.46007938288904e-02,2.29494442682158e-03,7.52189855368106e-03
5.99585554544457e-03,3.50901791764055e-24,4.91705381336984e-03,3.27446658906582e-03,2.86731534774672e-02,8.87705407276772e-03,3.84130372239117e-03,9.15209367385060e-03,5.87214832221073e-03,1.54989638144415e-02,1.98574661135038e-03,7.62605561812735e-03
5.78118085288830e-03,3.50901791764055e-24,4.84591575490838e-03,3.38659949182939e-03,2.84966499030481e-02,9.51231032745297e-03,3.70718687040390e-03,9.75645482671890e-03,5.49952067557045e-03,1.61880728221599e-02,1.73304565789709e-03,8.03734131370297e-03
5.34046296866870e-03,3.50901791764055e-24,5.22120181612763e-03,3.57054534055921e-03,2.83364955388721e-02,9.67583497631643e-03,3.71714083570786e-03,9.32574393765141e-03,5.29223136480522e-03,1.63660019192707e-02,1.86766137688575e-03,8.54011095100880e-03
5.55490630047030e-03,3.50901791764055e-24,5.24881374342611e-03,3.74307483748569e-03,2.81797055354485e-02,9.40323240106930e-03,3.76809868382493e-03,8.44523008448201e-03,5.25467493853250e-03,1.65151902775380e-02,2.26563474579247e-03,9.11152442325569e-03
6.10438284697481e-03,3.50901791764055e-24,5.21281558698145e-03,3.76631782895406e-03,2.81614075592178e-02,8.78348355183702e-03,4.13116911247355e-03,7.97952200859899e-03,5.25911225576779e-03,1.62771173005625e-02,2.50237242751307e-03,9.52658039406257e-03
6.48624834501150e-03,3.50901791764055e-24,5.38003617545630e-03,3.98822937414925e-03,2.83501227544944e-02,8.30579437528121e-03,4.63806059057769e-03,7.41532373551969e-03,5.26742055947201e-03,1.56189744755257e-02,2.69872094920141e-03,9.68934762813885e-03
6.82325071968985e-03,3.50901791764055e-24,5.54336968193860e-03,4.18885586191711e-03,2.84069306520016e-02,7.79877719322892e-03,4.98769703203771e-03,7.26311189133448e-03,5.25526512919862e-03,1.49950273382844e-02,2.81785888440634e-03,1.00406802351010e-02
7.08839910203902e-03,3.50901791764055e-24,5.66061154722514e-03,4.13238380587932e-03,2.83770432201182e-02,7.27835528833535e-03,5.07100039847284e-03,7.32221597254071e-03,5.05827561251247e-03,1.50332402284272e-02,2.84123061633778e-03,1.04986199673875e-02
7.46271956447064e-03,3.50901791764055e-24,5.69943066414631e-03,4.01486278703693e-03,2.80422372626873e-02,6.90813373554621e-03,5.09862720180222e-03,7.71845355748030e-03,4.73916848543583e-03,1.51177891994245e-02,2.78671267659383e-03,1.10501302784660e-02
7.85307083710535e-03,3.50901791764055e-24,5.67764470665805e-03,4.09923466466348e-03,2.74029647640392e-02,6.66490562569321e-03,5.31360495383523e-03,8.38693464355063e-03,4.40523731578757e-03,1.49750299641616e-02,2.71461803941056e-03,1.14994515505099e-02
7.97767876484432e-03,3.50901791764055e-24,5.74968545262217e-03,4.40700990825089e-03,2.67030296955815e-02,6.29547394518400e-03,5.45302188363050e-03,9.10744799986071e-03,4.18516140716409e-03,1.51384857393701e-02,2.65735799792382e-03,1.16324591512775e-02
8.14948959617562e-03,3.50901791764055e-24,5.67311287124338e-03,4.74190847833989e-03,2.59918341107550e-02,5.62409436458335e-03,5.43728655666671e-03,1.04336871622125e-02,3.79828874006442e-03,1.55068930199953e-02,2.46525303711621e-03,1.19704558919360e-02
8.02328677171399e-03,3.50901791764055e-24,5.59422893608707e-03,5.23793077029070e-03,2.53648659793208e-02,5.22059449731647e-03,5.37458244181967e-03,1.11646435033598e-02,3.25949782377332e-03,1.63381764354868e-02,2.50588351733998e-03,1.25471723360749e-02
7.79526413983155e-03,3.50901791764055e-24,5.68675223071487e-03,5.77499545685337e-03,2.49656002680130e-02,5.30421772345699e-03,5.49721353365531e-03,1.15034266756225e-02,2.94775698594712e-03,1.69618785695008e-02,2.50600940880216e-03,1.29068576785780e-02
7.55277970820961e-03,3.50901791764055e-24,5.94920508723108e-03,6.09389480804768e-03,2.47556889563891e-02,5.55683704198839e-03,5.68573902173975e-03,1.17257430510125e-02,2.69855727043920e-03,1.75151330340947e-02,2.44768625101548e-03,1.31632180668598e-02
7.09116663120382e-03,3.50901791764055e-24,6.39435832361407e-03,6.36815167198532e-03,2.45438011525997e-02,6.06801348350692e-03,5.81306247709888e-03,1.18122090143196e-02,2.54592455803366e-03,1.79982690169940e-02,2.42076441978302e-03,1.35554228164031e-02
6.72016664876604e-03,3.50901791764055e-24,6.70464944654391e-03,6.49671308779083e-03,2.43694650510755e-02,6.73695715128240e-03,5.74798883293010e-03,1.18615110570230e-02,2.54818641684271e-03,1.81679423537910e-02,2.31739148268398e-03,1.40822137218528e-02
6.43330300754784e-03,3.50901791764055e-24,6.78680780848179e-03,6.49433877977185e-03,2.40882474673861e-02,7.33924798999544e-03,5.66417608831320e-03,1.19512355379059e-02,2.43739413237522e-03,1.82504404314567e-02,2.34723374033705e-03,1.45879600539264e-02
6.25702950319263e-03,3.50901791764055e-24,7.06070274614392e-03,6.69192152994780e-03,2.38531958111545e-02,8.04355363881004e-03,5.82613237911896e-03,1.14897117837376e-02,2.47110860977050e-03,1.84296613629252e-02,2.56118512329708e-03,1.46438497494260e-02
6.35461148028154e-03,3.50901791764055e-24,7.14356143737814e-03,6.43918456211442e-03,2.36199302604052e-02,8.86801699505500e-03,5.95750486253252e-03,1.16274190178051e-02,2.44116382616711e-03,1.78923955836143e-02,2.52572960706592e-03,1.47053945898083e-02
6.43104334997318e-03,3.50901791764055e-24,7.24248346214740e-03,6.28173137033391e-03,2.36050350630736e-02,9.80661213185299e-03,5.98100564193605e-03,1.13148548683827e-02,2.61381454258669e-03,1.76815418020452e-02,2.56410717180466e-03,1.43431915147227e-02
6.79205747103603e-03,3.50901791764055e-24,7.36259331600092e-03,5.70613564051708e-03,2.33184239601648e-02,1.05602319530762e-02,5.94593482451579e-03,1.12941252070094e-02,2.79970970165252e-03,1.70501793314225e-02,2.57316186215783e-03,1.46289659434120e-02
7.18258944899105e-03,3.50901791764055e-24,7.43548741996436e-03,5.12707202658072e-03,2.30322843614561e-02,1.06475210355408e-02,6.04360325041080e-03,1.09613790265612e-02,2.87861875802852e-03,1.59031497717906e-02,2.74712981290371e-03,1.50112798583532e-02
7.69181101459320e-03,3.50901791764055e-24,7.43716559220708e-03,4.56871939212976e-03,2.28153447222710e-02,1.12055619352124e-02,6.22902887886598e-03,1.09821016791968e-02,2.73668943372342e-03,1.47452033395957e-02,2.72549894165187e-03,1.52323628239023e-02
8.26414188317379e-03,3.50901791764055e-24,7.42197821628072e-03,3.90359614781000e-03,2.26814281696889e-02,1.21010916480158e-02,6.53211534694240e-03,1.10497805740560e-02,2.63275209205863e-03,1.35257403979833e-02,2.70860932632446e-03,1.51256654738446e-02
8.70306563566951e-03,3.50901791764055e-24,7.44785616865020e-03,3.19741799608059e-03,2.26361838468354e-02,1.29323139458280e-02,6.80016769342027e-03,1.07309881953518e-02,2.84879356927229e-03,1.22058805067844e-02,2.87881154240446e-03,1.46832371568767e-02
9.09665927113499e-03,3.50901791764055e-24,7.60605712729820e-03,2.57915377598240e-03,2.24326877607400e-02,1.39078352257252e-02,7.17984335115709e-03,1.08183477505233e-02,3.06177005705787e-03,1.10842880683010e-02,2.84725993590492e-03,1.45618487732866e-02
9.37938340744791e-03,3.50901791764055e-24,7.73257409797774e-03,2.08909893313267e-03,2.23458389242553e-02,1.43877825285028e-02,7.70309057631286e-03,1.11618044108592e-02,3.13630331696190e-03,1.04699849050112e-02,2.71546459441331e-03,1.42673091597238e-02
9.62157681884439e-03,3.50901791764055e-24,7.87225694443948e-03,1.85927914988725e-03,2.23574555380261e-02,1.43989875858851e-02,8.25753662229757e-03,1.15965846873419e-02,2.88046224397208e-03,9.81840320154635e-03,2.59536470221983e-03,1.40111275693466e-02
9.87259682308610e-03,3.50901791764055e-24,8.09720728511006e-03,1.60463483047477e-03,2.24742510726074e-02,1.43831775867305e-02,8.79775524938502e-03,1.17692977508139e-02,2.46026280553123e-03,9.46743304817404e-03,2.49700225552738e-03,1.37198352686060e-02
1.01430033176093e-02,3.50901791764055e-24,8.50183254415261e-03,1.41347695379089e-03,2.25971749755283e-02,1.45332916589410e-02,9.59379647247245e-03,1.16733637232186e-02,2.04949141829256e-03,8.61068182192970e-03,2.41720605468781e-03,1.34401955579124e-02
1.03112252387272e-02,3.50901791764055e-24,8.87429173145702e-03,1.32327869444498e-03,2.25572550144725e-02,1.44042406531946e-02,1.03642860750656e-02,1.18104902760767e-02,1.80477483513231e-03,8.04989040239108e-03,2.37009396105506e-03,1.32212321911738e-02
1.04467297473720e-02,3.50901791764055e-24,9.15606208887432e-03,1.37176258353361e-03,2.25025309221399e-02,1.40454024179618e-02,1.09235441470921e-02,1.17268138722503e-02,1.63504124274554e-03,7.79183327018097e-03,2.53944776317451e-03,1.28878204979437e-02
1.05170992816230e-02,3.50901791764055e-24,9.29041683069861e-03,1.39905631694942e-03,2.23070982808322e-02,1.35107616349255e-02,1.11838378279003e-02,1.16696692713141e-02,1.56198048593237e-03,7.98970683823294e-03,2.75127102210398e-03,1.26374064990922e-02
1.05999646030462e-02,3.50901791764055e-24,9.50635654608154e-03,1.38595285967563e-03,2.18405240255177e-02,1.32519870158780e-02,1.16081833397239e-02,1.18424182535227e-02,1.33714371593312e-03,7.91153628909200e-03,3.04022728210483e-03,1.27092548267030e-02
1.05162090207871e-02,3.50901791764055e-24,9.87891933293303e-03,1.49748034177481e-03,2.15202291107477e-02,1.30594838795778e-02,1.18891011831950e-02,1.13479149733647e-02,1.29677571434567e-03,7.79129221838862e-03,3.55836418497887e-03,1.25526138261985e-02
1.04785525712738e-02,3.50901791764055e-24,1.05066995951297e-02,1.57279760371550e-03,2.13497984431419e-02,1.32298079520804e-02,1.25223980369252e-02,1.06833343596262e-02,1.06499603306470e-03,7.29566988777432e-03,3.85822418119235e-03,1.24260285596198e-02
1.03265996036173e-02,3.50901791764055e-24,1.10763963643283e-02,1.68721182415724e-03,2.10267856344788e-02,1.33041847353692e-02,1.29746930338495e-02,1.01408178330039e-02,1.10900372193273e-03,6.89065540546567e-03,4.21205392778150e-03,1.21801368264001e-02
