1.80646122385784e-01,2.05766170146359e-01,2.01663855438966e-01,1.90384223495286e-01,2.01303811084805e-01,1.85195788084046e-01,2.13209237563296e-01,1.98964217491306e-01,2.05901059936153e-01,2.10375595421796e-01,2.00658605078974e-01,2.09164029546588e-01,1.92728992981369e-01,2.11200499571279e-01,2.12053019090092e-01,2.04029539321742e-01,2.02759691819862e-01,2.10266209333732e-01,2.05821725662617e-01,2.04415884020259e-01,1.98636731026410e-01,2.11279748522233e-01,1.91756310693439e-01,2.01585105365692e-01,2.11249488375852e-01,1.97619178525243e-01,1.97978430342822e-01,1.94420797867667e-01,2.38542192293538e-01,2.05426515110399e-01,2.03815341109087e-01,2.00013903647741e-01,1.94271079018052e-01,1.96739764197123e-01,1.93055849526796e-01,2.03877253764254e-01,2.12141552218001e-01,2.05948717602394e-01,2.01751078383731e-01,2.05716968486022e-01,1.82874052704315e-01,2.13178102498520e-01,2.79989804967754e-01,2.09206834141854e-01,1.90349166737420e-01,2.00445413084941e-01,2.11571964253110e-01,2.13591402930993e-01
1.83116655642748e-01,2.03233423920854e-01,2.11815085484917e-01,1.88096087914727e-01,1.99380424627697e-01,1.91832460884936e-01,2.16330147077455e-01,2.04797363831204e-01,2.06067608407084e-01,2.04922337111885e-01,2.04065210212028e-01,2.00801800879596e-01,1.92866609737691e-01,2.07811527796141e-01,2.06521254545637e-01,2.03069706624176e-01,2.01648506072272e-01,2.05283459983944e-01,2.00936918958620e-01,2.00066926802596e-01,1.99501571093101e-01,2.13078305138278e-01,1.96393179893583e-01,2.04349998869493e-01,2.07584312837260e-01,1.95254350022956e-01,1.98853685300697e-01,1.94827219362630e-01,2.41073315838619e-01,2.03383802344742e-01,2.04852837346187e-01,1.99298926734810e-01,1.93108787852154e-01,1.94237661669656e-01,1.94232726467307e-01,2.01569222420236e-01,2.05447100374254e-01,2.04968853153461e-01,2.02615606136653e-01,2.02189130280455e-01,1.91974684534797e-01,2.10166946284608e-01,4.55924867470782e-01,2.04196645819036e-01,1.89483791003060e-01,2.01089246561940e-01,2.03282902163453e-01,2.12834732262852e-01
2.02000119909535e-01,2.02028777010798e-01,2.08174616053780e-01,2.02123150632271e-01,2.04254610348524e-01,2.03137210208971e-01,1.99926039892634e-01,1.98240872444708e-01,2.03937886140208e-01,1.84737816256867e-01,2.03379000773782e-01,2.00515206902536e-01,2.00849602536465e-01,1.97044174568502e-01,2.01695303127509e-01,2.07278295499104e-01,1.98115368004055e-01,1.94861038319386e-01,1.93111563445752e-01,2.03543926979475e-01,2.04744054290539e-01,1.98985329531712e-01,1.93401752918965e-01,1.98638682436664e-01,2.04728220257850e-01,1.97860492832654e-01,2.01220861060403e-01,1.96209018813011e-01,2.04422567281951e-01,1.99393141205081e-01,2.00964030636238e-01,2.00001878674645e-01,1.94152996138809e-01,1.97275026471473e-01,1.95607594964475e-01,2.03333048737783e-01,2.05187238379322e-01,2.02427256773549e-01,1.97363817299542e-01,2.03392461017161e-01,2.06673377357219e-01,1.97505984414864e-01,9.68126115077924e-02,2.01151737326222e-01,1.97203401244455e-01,1.98390590025741e-01,1.91783062376818e-01,2.06189663309893e-01
2.09396914449597e-01,1.91912133821682e-01,2.01142634164529e-01,2.09053090923650e-01,2.02461004206732e-01,2.05011284737219e-01,1.97410284767320e-01,1.99670328285543e-01,2.03659607918102e-01,1.87532928976039e-01,1.99287764274303e-01,1.98565153567298e-01,2.02595836695295e-01,1.97739688371487e-01,1.98356936129460e-01,2.05076954188369e-01,2.01567776809925e-01,1.98801865120204e-01,1.95346149843782e-01,2.01893431131087e-01,2.08454083945173e-01,1.93752154712464e-01,1.94396555910603e-01,1.99389869292996e-01,2.01156971958872e-01,2.00529786063906e-01,2.01426700233468e-01,2.01162128181311e-01,1.84866598536468e-01,1.95718227898651e-01,1.98103743551182e-01,1.98701663059438e-01,2.01053702973738e-01,1.96355550553789e-01,2.02052409323176e-01,2.02753295486583e-01,1.98567357120110e-01,2.04287624150829e-01,1.95481800614299e-01,2.02167152023163e-01,2.03585189778686e-01,1.92041838366319e-01,3.46917890132870e-23,1.97290390017295e-01,2.00518332878146e-01,1.97719460118315e-01,1.89156483578907e-01,2.01354589574613e-01
2.00881994899472e-01,1.92089471075334e-01,2.04932253707497e-01,2.00327790206041e-01,1.97594405322702e-01,2.05108107163627e-01,1.94095945042689e-01,1.98887229902627e-01,2.02141150305983e-01,1.84512191404287e-01,1.98259181885739e-01,1.90465808779679e-01,1.95163168410403e-01,2.00314934205375e-01,1.92054161220538e-01,2.07971403305414e-01,2.01641800012294e-01,1.92010691675853e-01,1.88629045975408e-01,1.95712835969208e-01,2.01904824769066e-01,1.99829173995928e-01,1.97530228413464e-01,2.01007263093009e-01,2.01179518949476e-01,1.96177611623595e-01,1.99345243528887e-01,1.96869864116755e-01,1.85633108476181e-01,1.93159347040339e-01,1.96482671590519e-01,1.93291255365835e-01,1.95594534013752e-01,1.91926218264343e-01,1.99129617874716e-01,2.03810495430663e-01,1.97684263186967e-01,2.02941463975113e-01,1.98455992609094e-01,1.96429319792698e-01,2.01578556599016e-01,1.88359926270558e-01,1.21209888637026e-01,1.89416242730818e-01,1.97929595020222e-01,1.94281580346048e-01,1.87874038227019e-01,1.98449433248803e-01
2.04283746606219e-01,1.89350818553975e-01,2.06413159361124e-01,2.01313603003462e-01,1.97453082703008e-01,2.09074635182670e-01,1.98060855250463e-01,2.00529146427812e-01,2.02191271113288e-01,1.84084504232370e-01,1.97881174903389e-01,1.87230480331706e-01,1.94374331717625e-01,2.00580727410042e-01,1.93897743774089e-01,2.08006208427969e-01,2.01404061436929e-01,1.90196656094023e-01,1.86367656321638e-01,1.95019223167612e-01,2.04873833326556e-01,2.00544930751530e-01,2.02507406637994e-01,1.97979706398957e-01,2.00572164112456e-01,1.91156354360805e-01,2.01579911797224e-01,1.99057883146320e-01,1.89403014980147e-01,1.89614445125641e-01,1.95178163168869e-01,1.91860555736298e-01,1.96371392281395e-01,1.90321389098314e-01,1.98880857424463e-01,2.02980128783429e-01,1.94946986224997e-01,2.03559555507132e-01,2.00401531848599e-01,1.94599000604255e-01,2.04058164761250e-01,1.87238441414852e-01,1.21656362364714e-01,1.88087749017679e-01,1.97702769925091e-01,1.92776514483178e-01,1.88366378926399e-01,1.98347215360470e-01
2.07644510995280e-01,1.84548713468705e-01,1.94917071664790e-01,2.05770396890905e-01,1.99388072419134e-01,2.04510970836453e-01,1.96872107673852e-01,1.98113438855277e-01,2.05063620673468e-01,1.91779562806007e-01,1.96439188041950e-01,1.89919843699332e-01,1.96638809531965e-01,2.04777159298053e-01,1.93815579408943e-01,2.06207879611007e-01,2.01267329254062e-01,1.93356296791859e-01,1.94049800329434e-01,1.97737257637585e-01,2.05508768678560e-01,1.93049974633508e-01,2.00329389249543e-01,1.98989623861042e-01,1.96991084792497e-01,1.96794415126897e-01,1.96377911170944e-01,2.01994364059176e-01,1.81276009892684e-01,1.91241318293856e-01,1.96049327917878e-01,1.95062075975129e-01,1.96447045510710e-01,1.96617409409038e-01,2.07759651735556e-01,2.01523853888693e-01,1.92792013044897e-01,2.02201217863252e-01,1.96556287671917e-01,1.96633526964439e-01,1.99325681703390e-01,1.86446872777857e-01,3.46917890132870e-23,1.91600316839873e-01,1.98526363034407e-01,1.94291967463260e-01,1.88398563999768e-01,1.93935107123930e-01
1.99639858224641e-01,1.97756208598182e-01,1.91966884723753e-01,2.01391858078157e-01,2.01849285001149e-01,2.01001533203239e-01,2.06191990056126e-01,2.01322793349549e-01,2.03354961844013e-01,2.03850522051315e-01,2.05496916492421e-01,1.95116028410801e-01,1.96550359816310e-01,2.03508558021333e-01,2.00218384700013e-01,1.98951818949066e-01,2.01262244392462e-01,2.01946905861542e-01,2.02686693678723e-01,2.04377340044616e-01,2.07775009243012e-01,2.06023726129386e-01,1.99792231073563e-01,2.03621807709739e-01,2.01988309965270e-01,2.00412697361593e-01,1.95835722429023e-01,2.02042457596626e-01,2.11830057947732e-01,1.97931100706527e-01,2.08103821427037e-01,2.01473920929766e-01,1.96513201365804e-01,2.02450667364665e-01,2.08930262720866e-01,1.97774773483627e-01,1.99194117147337e-01,2.04636867570333e-01,2.06336723550660e-01,1.98560926342208e-01,1.96766430849418e-01,2.07080884623511e-01,1.33432998851331e-01,2.07838089233961e-01,1.94807794193335e-01,1.97065784235289e-01,1.95622478025327e-01,2.06836379727246e-01
1.96485924319232e-01,2.01608162426339e-01,1.96703616308440e-01,1.97973577828445e-01,2.01064812132081e-01,1.94535972030190e-01,2.05022039328960e-01,2.01104370288166e-01,2.02768127148654e-01,2.11787972962549e-01,2.07101427111713e-01,2.01315644258394e-01,2.01577447051913e-01,2.08705899335294e-01,2.04909526971542e-01,2.02845264301662e-01,2.01391971917401e-01,2.04184022837722e-01,2.01233704999128e-01,2.04245077041401e-01,2.01099793570404e-01,2.06390990342224e-01,1.99707548738026e-01,1.99334312690788e-01,2.02383616768142e-01,1.97957858077364e-01,1.95170104620566e-01,1.99033188236141e-01,2.14932129926752e-01,2.01811242420038e-01,2.00696243533051e-01,2.00247336972678e-01,1.97576721480612e-01,1.98725231459558e-01,1.99617818158283e-01,1.99296123987276e-01,2.04172604870066e-01,2.01553523429926e-01,2.06866580212860e-01,1.99265460476821e-01,1.94309757739090e-01,2.06021341222622e-01,8.69280988323990e-02,2.01672907590023e-01,1.97187432857153e-01,1.99427522810704e-01,2.02458116713279e-01,2.04866103841008e-01
2.10611319907163e-01,1.98134873720180e-01,2.09009081372054e-01,2.08073622420458e-01,2.02062279735290e-01,2.09197333945107e-01,1.96639571702223e-01,2.02789629494081e-01,2.00040513591053e-01,1.94721648460678e-01,2.00247822590399e-01,1.96144827237748e-01,2.06964068621924e-01,1.95068557671159e-01,2.01286268712001e-01,1.98038931087325e-01,1.98831166965311e-01,1.96444748442378e-01,1.96207698825714e-01,2.02912749041420e-01,2.06672834376399e-01,2.00219107469261e-01,2.07049915323748e-01,2.02079309167540e-01,2.02412933123562e-01,1.99668766592448e-01,2.03291711147978e-01,2.02506911564225e-01,1.86394866789652e-01,1.95672474799248e-01,1.99547344748640e-01,2.02508859927387e-01,2.06843408425181e-01,1.99815409528801e-01,2.02461168836494e-01,2.01166156991440e-01,2.02405671556182e-01,1.98605805991028e-01,2.03277673088983e-01,1.97790249031435e-01,2.08283385630593e-01,1.98034045546801e-01,6.70276487703415e-02,2.02270757273566e-01,2.07396287357871e-01,2.04457935004877e-01,1.96966603714402e-01,2.02201463774612e-01
