2.01327581495374e-01,1.98477375459923e-01
2.01011278418756e-01,1.99041413486736e-01
1.99252161073167e-01,1.98950031826520e-01
1.99502107922786e-01,1.98527274572327e-01
1.96872486750727e-01,1.96124896903592e-01
1.97409486459898e-01,1.95607536612268e-01
1.97122073390528e-01,1.97013810467959e-01
2.01185632818813e-01,2.02327907131280e-01
2.01403481378472e-01,1.98500545588493e-01
2.02585603462410e-01,2.01707232701218e-01
2.02885251151136e-01,2.02399940941722e-01
2.07307645184714e-01,2.04378419210563e-01
2.05127768478333e-01,2.01044319065169e-01
2.05000718520934e-01,2.02133125299287e-01
2.00550381994846e-01,1.99027104090516e-01
2.02263560831996e-01,2.01520227295820e-01
2.01231387984428e-01,1.99195270243100e-01
1.96850136123501e-01,1.98533266473439e-01
1.99386157791226e-01,2.01166993643382e-01
1.97960763878814e-01,2.01614094971137e-01
1.96089440758020e-01,2.00051152491890e-01
1.96189878234098e-01,1.99979712738482e-01
1.96129327161743e-01,2.00280384339074e-01
1.97114922676076e-01,2.00890952587212e-01
1.97662176489136e-01,2.01248642834651e-01
