1.79221707830430e-02,4.70614871690023e-03,1.54858451535581e-02,8.61731536641361e-03,2.25075283511097e-02,1.10183427991725e-02,2.04325220428067e-24,6.78896688357833e-03,6.99305856111166e-24,3.31481770574975e-24,7.97305917103771e-03,1.93177138427727e-02,4.59274541859361e-03,1.21540501981711e-02,8.36750574526183e-03,9.99778725008825e-03
1.78550434409670e-02,4.37091253947788e-03,1.60872294983375e-02,1.05675127624187e-02,2.23713672038270e-02,1.17878687031229e-02,2.04325220428067e-24,7.07414990403936e-03,6.99305856111166e-24,3.31481770574975e-24,8.16935532042025e-03,1.93528985470507e-02,4.73876504704880e-03,1.20186089437260e-02,8.60931379262256e-03,1.12192249611125e-02
1.80093580598979e-02,3.93185271005275e-03,1.67544680690074e-02,1.24740513067214e-02,2.21820588377291e-02,1.26721941534869e-02,2.04325220428067e-24,7.41330689292923e-03,6.99305856111166e-24,3.31481770574975e-24,8.46812621304773e-03,1.94269573975410e-02,4.80911938031590e-03,1.17719558582419e-02,8.86992071543115e-03,1.23149708543384e-02
1.86770733411274e-02,3.48315765409958e-03,1.72515755037398e-02,1.36512950127255e-02,2.19475946052890e-02,1.32970394734090e-02,2.04325220428067e-24,7.90488215212027e-03,6.99305856111166e-24,3.31481770574975e-24,8.79246960742350e-03,1.92340493131717e-02,4.72855514526197e-03,1.13295738094422e-02,9.31788553521183e-03,1.29557752287758e-02
1.96765591771683e-02,3.16048228287245e-03,1.73764164895552e-02,1.35671669569129e-02,2.18850793563148e-02,1.35807146866291e-02,2.04325220428067e-24,8.39625732195115e-03,6.99305856111166e-24,3.31481770574975e-24,9.08220071201994e-03,1.87185521376830e-02,4.67148555744949e-03,1.07158895312448e-02,9.66214284196230e-03,1.31018810910509e-02
2.10865071266475e-02,2.95407746968300e-03,1.75108349302161e-02,1.26294284645990e-02,2.18840767089639e-02,1.35679572454818e-02,2.04325220428067e-24,8.68068886756670e-03,6.99305856111166e-24,3.31481770574975e-24,9.32007155749598e-03,1.82972749471014e-02,4.76608114823441e-03,1.01191410396129e-02,1.01913861545830e-02,1.32007554081956e-02
2.22015290029061e-02,2.81787245781702e-03,1.77438516979264e-02,1.16465862334307e-02,2.18636720062619e-02,1.36605320693541e-02,2.04325220428067e-24,8.78686861310297e-03,6.99305856111166e-24,3.31481770574975e-24,9.55516128673792e-03,1.77531871366710e-02,4.93846942035805e-03,9.65439340825618e-03,1.06586191393603e-02,1.33855150318047e-02
2.30279624278237e-02,2.69455191577597e-03,1.78570456348254e-02,1.09834505820063e-02,2.19428593670364e-02,1.39697793558234e-02,2.04325220428067e-24,8.77503776895500e-03,6.99305856111166e-24,3.31481770574975e-24,9.77101763174063e-03,1.70975179901979e-02,5.13806885928436e-03,9.25824895413965e-03,1.11703859643365e-02,1.35005353411788e-02
2.39630543254872e-02,2.65095701256146e-03,1.81423357585808e-02,1.02676481532829e-02,2.20065416923608e-02,1.39244211483456e-02,2.04325220428067e-24,8.39837324597647e-03,6.99305856111166e-24,3.31481770574975e-24,9.86669592353742e-03,1.70175836536721e-02,5.57940915823449e-03,9.01207234860340e-03,1.15509186294478e-02,1.36202699037593e-02
2.45740835589456e-02,2.72155064243322e-03,1.85971092690157e-02,9.79720861867080e-03,2.19687273369488e-02,1.37112560550354e-02,2.04325220428067e-24,7.73619029465047e-03,6.99305856111166e-24,3.31481770574975e-24,9.81596286722236e-03,1.74895954213391e-02,6.22609471297807e-03,9.03900763875268e-03,1.18539884703393e-02,1.37016615515467e-02
2.51289108250928e-02,2.78369008408053e-03,1.88666402371967e-02,9.59778839284202e-03,2.18680077466257e-02,1.36182611541332e-02,2.04325220428067e-24,7.09516059548127e-03,6.99305856111166e-24,3.31481770574975e-24,9.72393099820614e-03,1.80876513206311e-02,6.83924975189395e-03,9.22326447920006e-03,1.20363549829748e-02,1.39115430985262e-02
