iter	k	algo	totaltime	relerr
2	96	6	0.692285	0.515123
3	96	6	0.907652	0.51251
4	96	6	1.11977	0.511234
5	96	6	1.33436	0.510237
6	96	6	1.55591	0.509501
7	96	6	1.76912	0.508942
8	96	6	1.98587	0.508854
9	96	6	2.19658	0.508502
10	96	6	2.40749	0.508331
11	96	6	2.60899	0.508142
12	96	6	2.81701	0.507958
13	96	6	3.06037	0.507837
14	96	6	3.27194	0.507746
15	96	6	3.48205	0.507664
16	96	6	3.71296	0.507585
17	96	6	3.92354	0.507513
18	96	6	4.12737	0.507449
19	96	6	4.33287	0.507389
20	96	6	4.53981	0.507334
21	96	6	4.74968	0.507282
22	96	6	4.95434	0.507237
23	96	6	5.15657	0.507199
24	96	6	5.35753	0.507167
25	96	6	5.56785	0.507141
26	96	6	5.77508	0.507125
27	96	6	5.98399	0.50713
28	96	6	6.20782	0.507204
29	96	6	6.41341	0.507453
