iter	k	algo	totaltime	relerr
16	96	5	18.3091	0.0695782
17	96	5	19.4001	0.0695301
18	96	5	20.5012	0.0694867
19	96	5	21.5568	0.0694472
20	96	5	22.6822	0.0694111
21	96	5	23.7975	0.0693782
22	96	5	24.8857	0.069348
23	96	5	25.9145	0.0693203
24	96	5	26.9977	0.0692949
25	96	5	28.0598	0.0692714
26	96	5	29.1628	0.0692496
27	96	5	30.2553	0.0692294
28	96	5	31.3275	0.0692106
29	96	5	32.3979	0.0691931
0	96	6	0.383582	0.299733
1	96	6	0.683489	0.284334
2	96	6	0.98025	0.279929
3	96	6	1.28122	0.278515
4	96	6	1.57713	0.277323
5	96	6	1.86588	0.276316
6	96	6	2.16327	0.276808
7	96	6	2.4553	0.278464
8	96	6	2.75086	0.275925
9	96	6	3.04635	0.274854
10	96	6	3.33573	0.274854
11	96	6	3.63271	0.274941
12	96	6	3.92668	0.274545
13	96	6	4.2182	0.274184
14	96	6	4.51914	0.273973
15	96	6	4.81142	0.27381
16	96	6	5.10207	0.273696
17	96	6	5.39139	0.273638
18	96	6	5.67823	0.273599
19	96	6	5.96353	0.273507
20	96	6	6.25405	0.273396
21	96	6	6.54018	0.273354
22	96	6	6.82828	0.273341
23	96	6	7.11476	0.273327
24	96	6	7.40104	0.273306
25	96	6	7.69063	0.273286
26	96	6	7.98062	0.273283
27	96	6	8.27532	0.273285
28	96	6	8.56571	0.273261
29	96	6	8.85453	0.273229
