alg-p allgather allreduce comm comp d err_communication err_compute gram krp mttkrp multittv nnls reducescatter total_time
D64 0.004791568 0.002690616 0.02104946 0.07142828 0.0 0.0003777792 0.0003777792 0.001943186 0.0 0.03432016 0.01909346 0.0143156 0.0131548 0.09247774
N64 0.00463013 0.002330882 0.01181926 0.1944012 0.0 0.0003988622 0.0003988622 0.001905072 0.09510864 0.0861206 0.0 0.009545072 0.004470458 0.20622046
