iter	k	algo	totaltime	relerr	gpu
12	16	1	2.0933	0.499981	0
13	16	1	2.25383	0.499981	0
14	16	1	2.41446	0.499981	0
15	16	1	2.57487	0.499981	0
16	16	1	2.73632	0.499981	0
17	16	1	2.89756	0.499981	0
18	16	1	3.058	0.499981	0
19	16	1	3.21852	0.499981	0
20	16	1	3.37922	0.499981	0
21	16	1	3.54313	0.499981	0
22	16	1	3.70336	0.49998	0
23	16	1	3.86377	0.49998	0
24	16	1	4.02406	0.49998	0
25	16	1	4.18458	0.49998	0
26	16	1	4.34613	0.49998	0
27	16	1	4.50728	0.49998	0
28	16	1	4.67086	0.49998	0
29	16	1	4.83148	0.49998	0
0	16	2	0.172136	0.500498	1
1	16	2	0.339072	0.500193	1
2	16	2	0.505613	0.500105	1
3	16	2	0.673049	0.500057	1
4	16	2	0.839564	0.500031	1
5	16	2	1.0059	0.500016	1
6	16	2	1.1722	0.500007	1
7	16	2	1.33905	0.5	1
8	16	2	1.50662	0.499996	1
9	16	2	1.6734	0.499993	1
10	16	2	1.8398	0.499991	1
11	16	2	2.00651	0.499989	1
12	16	2	2.17342	0.499988	1
13	16	2	2.33976	0.499987	1
14	16	2	2.50606	0.499986	1
15	16	2	2.67299	0.499985	1
16	16	2	2.83981	0.499984	1
17	16	2	3.00634	0.499984	1
18	16	2	3.17274	0.499984	1
19	16	2	3.33919	0.499983	1
20	16	2	3.50567	0.499983	1
21	16	2	3.67212	0.499983	1
22	16	2	3.84019	0.499983	1
23	16	2	4.00972	0.499982	1
24	16	2	4.17756	0.499982	1
25	16	2	4.34375	0.499982	1
26	16	2	4.51008	0.499982	1
27	16	2	4.67727	0.499982	1
28	16	2	4.84367	0.499982	1
29	16	2	5.01004	0.499982	1
0	16	2	0.161941	0.500498	0
1	16	2	0.321139	0.500193	0
2	16	2	0.480453	0.500105	0
3	16	2	0.639537	0.500057	0
4	16	2	0.798548	0.500031	0
5	16	2	0.958203	0.500016	0
6	16	2	1.1186	0.500007	0
7	16	2	1.27762	0.5	0
8	16	2	1.43663	0.499996	0
9	16	2	1.59631	0.499993	0
10	16	2	1.75626	0.499991	0
11	16	2	1.91553	0.499989	0
12	16	2	2.07472	0.499988	0
13	16	2	2.23382	0.499987	0
14	16	2	2.39291	0.499986	0
15	16	2	2.57912	0.499985	0
16	16	2	2.73859	0.499984	0
17	16	2	2.89737	0.499984	0
18	16	2	3.05621	0.499984	0
19	16	2	3.21535	0.499983	0
20	16	2	3.37433	0.499983	0
21	16	2	3.53339	0.499983	0
22	16	2	3.69282	0.499983	0
23	16	2	3.85189	0.499982	0
24	16	2	4.01155	0.499982	0
25	16	2	4.17066	0.499982	0
26	16	2	4.32984	0.499982	0
27	16	2	4.4887	0.499982	0
28	16	2	4.66649	0.499982	0
29	16	2	4.82522	0.499982	0
0	16	4	0.218493	0.49999	1
1	16	4	0.393344	0.49999	1
2	16	4	0.569075	0.49999	1
3	16	4	0.77573	0.49999	1
4	16	4	0.948507	0.49999	1
5	16	4	1.1208	0.49999	1
6	16	4	1.31819	0.49999	1
7	16	4	1.50226	0.49999	1
8	16	4	1.68068	0.49999	1
9	16	4	1.85251	0.49999	1
10	16	4	2.02456	0.49999	1
11	16	4	2.19716	0.49999	1
12	16	4	2.36941	0.49999	1
13	16	4	2.54312	0.49999	1
14	16	4	2.71529	0.49999	1
15	16	4	2.89009	0.49999	1
16	16	4	3.06256	0.49999	1
17	16	4	3.2347	0.49999	1
18	16	4	3.40807	0.49999	1
19	16	4	3.5851	0.49999	1
20	16	4	3.76178	0.49999	1
21	16	4	3.934	0.49999	1
22	16	4	4.10685	0.49999	1
23	16	4	4.27928	0.49999	1
24	16	4	4.45146	0.49999	1
25	16	4	4.62379	0.49999	1
26	16	4	4.7965	0.49999	1
27	16	4	4.96848	0.49999	1
28	16	4	5.14085	0.49999	1
29	16	4	5.31314	0.49999	1
0	16	4	0.167885	0.49999	0
1	16	4	0.33192	0.49999	0
2	16	4	0.495784	0.49999	0
3	16	4	0.659643	0.49999	0
4	16	4	0.82336	0.49999	0
5	16	4	0.987684	0.49999	0
6	16	4	1.15177	0.49999	0
7	16	4	1.31564	0.49999	0
8	16	4	1.48048	0.49999	0
9	16	4	1.6448	0.49999	0
10	16	4	1.80928	0.49999	0
11	16	4	1.97635	0.49999	0
12	16	4	2.14123	0.49999	0
13	16	4	2.30522	0.49999	0
14	16	4	2.46897	0.49999	0
15	16	4	2.63459	0.49999	0
16	16	4	2.80234	0.49999	0
17	16	4	2.96592	0.49999	0
18	16	4	3.12968	0.49999	0
19	16	4	3.29322	0.49999	0
20	16	4	3.45847	0.49999	0
21	16	4	3.62226	0.49999	0
22	16	4	3.79339	0.49999	0
23	16	4	3.9625	0.49999	0
24	16	4	4.1262	0.49999	0
25	16	4	4.2929	0.49999	0
26	16	4	4.45753	0.49999	0
27	16	4	4.62251	0.49999	0
28	16	4	4.78676	0.49999	0
29	16	4	4.95065	0.49999	0
0	16	5	0.703202	0.499986	1
1	16	5	1.06267	0.499983	1
2	16	5	1.39378	0.499983	1
3	16	5	1.76456	0.499983	1
4	16	5	2.10404	0.499982	1
5	16	5	2.40192	0.499981	1
6	16	5	2.69364	0.499981	1
7	16	5	2.98495	0.499981	1
8	16	5	3.2705	0.499981	1
9	16	5	3.55488	0.499981	1
10	16	5	3.84114	0.499981	1
11	16	5	4.12757	0.499981	1
12	16	5	4.43297	0.499981	1
13	16	5	4.73119	0.499981	1
14	16	5	5.03209	0.499981	1
15	16	5	5.57945	0.499981	1
16	16	5	5.87147	0.499981	1
17	16	5	6.16234	0.499981	1
18	16	5	6.45433	0.499981	1
19	16	5	6.77256	0.499981	1
20	16	5	7.09746	0.499981	1
21	16	5	7.38876	0.499981	1
22	16	5	7.68211	0.499981	1
23	16	5	8.02466	0.499981	1
24	16	5	8.33331	0.499981	1
25	16	5	8.62659	0.499981	1
26	16	5	8.921	0.499981	1
27	16	5	9.21659	0.499981	1
28	16	5	9.51482	0.499981	1
29	16	5	9.81125	0.499981	1
0	16	5	0.509912	0.499986	0
1	16	5	0.85132	0.499983	0
2	16	5	1.14081	0.499983	0
3	16	5	1.45583	0.499983	0
4	16	5	1.83458	0.499982	0
5	16	5	2.11729	0.499981	0
6	16	5	2.39559	0.499981	0
7	16	5	2.67317	0.499981	0
8	16	5	2.9539	0.499981	0
9	16	5	3.28774	0.499981	0
10	16	5	3.56712	0.499981	0
11	16	5	3.85304	0.499981	0
12	16	5	4.13573	0.499981	0
13	16	5	4.41609	0.499981	0
14	16	5	4.69497	0.499981	0
15	16	5	4.97064	0.499981	0
16	16	5	5.24967	0.499981	0
17	16	5	5.52504	0.499981	0
18	16	5	5.8248	0.499981	0
19	16	5	6.10696	0.499981	0
20	16	5	6.38924	0.499981	0
21	16	5	6.67227	0.499981	0
22	16	5	6.95721	0.499981	0
23	16	5	7.37576	0.499981	0
24	16	5	7.66579	0.499981	0
25	16	5	8.2318	0.499981	0
26	16	5	8.56013	0.499981	0
27	16	5	8.84424	0.499981	0
28	16	5	9.13451	0.499981	0
29	16	5	9.42056	0.499981	0
0	32	0	0.182067	0.516825	1
1	32	0	0.381565	0.514973	1
2	32	0	0.55001	0.513468	1
3	32	0	0.719248	0.512214	1
4	32	0	0.888287	0.511154	1
5	32	0	1.05802	0.510248	1
6	32	0	1.23564	0.509464	1
7	32	0	1.40543	0.50878	1
8	32	0	1.57342	0.508178	1
9	32	0	1.74681	0.507644	1
10	32	0	1.91969	0.507168	1
11	32	0	2.09403	0.506741	1
12	32	0	2.26176	0.506357	1
13	32	0	2.42935	0.506008	1
14	32	0	2.59743	0.505691	1
15	32	0	2.76572	0.505402	1
16	32	0	2.9541	0.505136	1
17	32	0	3.16241	0.504892	1
18	32	0	3.33236	0.504667	1
19	32	0	3.50429	0.504459	1
20	32	0	3.67568	0.504266	1
21	32	0	3.86602	0.504087	1
22	32	0	4.03383	0.50392	1
23	32	0	4.20192	0.503764	1
24	32	0	4.36949	0.503618	1
25	32	0	4.53896	0.503481	1
26	32	0	4.71045	0.503353	1
27	32	0	4.88485	0.503232	1
28	32	0	5.0525	0.503119	1
29	32	0	5.22092	0.503011	1
0	32	0	0.252194	0.516825	0
1	32	0	0.501068	0.514973	0
2	32	0	0.749046	0.513468	0
3	32	0	1.00273	0.512214	0
4	32	0	1.25136	0.511154	0
5	32	0	1.501	0.510248	0
6	32	0	1.75009	0.509464	0
7	32	0	1.99851	0.50878	0
8	32	0	2.24659	0.508178	0
9	32	0	2.4943	0.507644	0
10	32	0	2.7421	0.507168	0
11	32	0	2.99028	0.506741	0
12	32	0	3.23907	0.506357	0
13	32	0	3.48898	0.506008	0
14	32	0	3.73731	0.505691	0
15	32	0	3.98506	0.505402	0
16	32	0	4.23393	0.505136	0
17	32	0	4.48215	0.504892	0
18	32	0	4.73084	0.504667	0
19	32	0	4.97848	0.504459	0
20	32	0	5.22663	0.504266	0
21	32	0	5.47772	0.504087	0
22	32	0	5.72542	0.50392	0
23	32	0	5.97362	0.503764	0
24	32	0	6.22237	0.503618	0
25	32	0	6.47181	0.503481	0
26	32	0	6.71991	0.503353	0
27	32	0	6.96853	0.503232	0
28	32	0	7.22089	0.503119	0
29	32	0	7.4687	0.503011	0
0	32	1	0.188203	0.49999	1
1	32	1	0.367291	0.499984	1
2	32	1	0.546101	0.499979	1
3	32	1	0.720756	0.499977	1
4	32	1	0.894812	0.499976	1
5	32	1	1.07149	0.499975	1
6	32	1	1.24577	0.499974	1
7	32	1	1.42074	0.499974	1
8	32	1	1.59277	0.499974	1
9	32	1	1.76692	0.499973	1
10	32	1	1.94711	0.499973	1
11	32	1	2.12762	0.499973	1
12	32	1	2.29966	0.499973	1
13	32	1	2.47422	0.499973	1
14	32	1	2.6471	0.499973	1
15	32	1	2.81977	0.499972	1
16	32	1	2.99403	0.499972	1
17	32	1	3.17149	0.499972	1
18	32	1	3.34876	0.499972	1
19	32	1	3.52178	0.499972	1
20	32	1	3.6945	0.499972	1
21	32	1	3.86903	0.499972	1
22	32	1	4.04096	0.499972	1
23	32	1	4.21908	0.499972	1
24	32	1	4.39766	0.499972	1
25	32	1	4.57291	0.499972	1
26	32	1	4.74494	0.499972	1
27	32	1	4.93181	0.499972	1
28	32	1	5.1397	0.499972	1
29	32	1	5.34263	0.499972	1
0	32	1	0.256406	0.49999	0
1	32	1	0.509305	0.499984	0
2	32	1	0.762185	0.499979	0
3	32	1	1.01532	0.499977	0
4	32	1	1.26857	0.499976	0
5	32	1	1.52204	0.499975	0
6	32	1	1.78015	0.499974	0
7	32	1	2.0331	0.499974	0
8	32	1	2.28556	0.499974	0
9	32	1	2.53795	0.499973	0
10	32	1	2.79043	0.499973	0
11	32	1	3.04301	0.499973	0
12	32	1	3.29626	0.499973	0
13	32	1	3.54993	0.499973	0
14	32	1	3.8026	0.499973	0
15	32	1	4.05651	0.499972	0
16	32	1	4.30938	0.499972	0
17	32	1	4.56294	0.499972	0
18	32	1	4.81667	0.499972	0
19	32	1	5.06872	0.499972	0
20	32	1	5.3222	0.499972	0
21	32	1	5.57782	0.499972	0
22	32	1	5.83048	0.499972	0
23	32	1	6.08261	0.499972	0
24	32	1	6.33505	0.499972	0
25	32	1	6.58755	0.499972	0
26	32	1	6.84165	0.499972	0
27	32	1	7.09429	0.499972	0
28	32	1	7.34659	0.499972	0
29	32	1	7.60046	0.499972	0
0	32	2	0.186419	0.500517	1
1	32	2	0.358866	0.500145	1
2	32	2	0.530349	0.500069	1
3	32	2	0.70716	0.500034	1
4	32	2	0.883724	0.500013	1
5	32	2	1.05271	0.500001	1
6	32	2	1.2223	0.499994	1
7	32	2	1.40057	0.49999	1
8	32	2	1.57367	0.499989	1
9	32	2	1.74377	0.499989	1
10	32	2	1.91455	0.499993	1
11	32	2	2.08371	0.499997	1
12	32	2	2.2532	0.500003	1
13	32	2	2.42801	0.50001	1
14	32	2	2.60394	0.500018	1
15	32	2	2.77608	0.500026	1
16	32	2	2.95128	0.500035	1
17	32	2	3.12296	0.500044	1
18	32	2	3.29383	0.500055	1
19	32	2	3.4667	0.500067	1
20	32	2	3.63755	0.500078	1
21	32	2	3.80862	0.500088	1
22	32	2	3.98137	0.500101	1
23	32	2	4.15832	0.500115	1
24	32	2	4.33035	0.500131	1
25	32	2	4.50163	0.500155	1
26	32	2	4.67487	0.500177	1
27	32	2	4.84665	0.500195	1
28	32	2	5.01718	0.500205	1
29	32	2	5.18615	0.500209	1
0	32	2	0.253248	0.500517	0
1	32	2	0.502442	0.500145	0
2	32	2	0.751875	0.500069	0
3	32	2	1.00461	0.500034	0
4	32	2	1.28004	0.500013	0
5	32	2	1.60433	0.500001	0
6	32	2	1.85421	0.499994	0
7	32	2	2.10354	0.49999	0
8	32	2	2.35272	0.499989	0
9	32	2	2.60181	0.499989	0
10	32	2	2.85113	0.499993	0
11	32	2	3.10249	0.499997	0
12	32	2	3.35289	0.500003	0
13	32	2	3.60259	0.50001	0
14	32	2	3.85199	0.500018	0
15	32	2	4.10237	0.500026	0
16	32	2	4.35218	0.500035	0
17	32	2	4.60313	0.500044	0
18	32	2	4.85307	0.500055	0
19	32	2	5.10314	0.500067	0
20	32	2	5.35293	0.500078	0
21	32	2	5.60265	0.500088	0
22	32	2	5.85201	0.500101	0
23	32	2	6.10216	0.500115	0
24	32	2	6.35115	0.500131	0
25	32	2	6.60098	0.500155	0
26	32	2	6.85101	0.500177	0
27	32	2	7.10087	0.500195	0
28	32	2	7.35032	0.500205	0
29	32	2	7.59992	0.500209	0
0	32	4	0.197261	0.500005	1
1	32	4	0.377208	0.49999	1
2	32	4	0.555048	0.49999	1
3	32	4	0.738249	0.49999	1
4	32	4	0.919916	0.49999	1
5	32	4	1.09695	0.49999	1
6	32	4	1.27637	0.49999	1
7	32	4	1.45478	0.49999	1
8	32	4	1.63633	0.49999	1
9	32	4	1.81894	0.49999	1
10	32	4	2.00296	0.49999	1
11	32	4	2.18637	0.49999	1
12	32	4	2.39175	0.49999	1
13	32	4	2.57809	0.49999	1
14	32	4	2.76837	0.49999	1
15	32	4	2.95582	0.49999	1
16	32	4	3.1336	0.49999	1
17	32	4	3.31184	0.49999	1
18	32	4	3.49529	0.49999	1
19	32	4	3.68254	0.49999	1
20	32	4	3.87407	0.49999	1
21	32	4	4.05453	0.49999	1
22	32	4	4.23388	0.49999	1
23	32	4	4.41208	0.49999	1
24	32	4	4.58933	0.49999	1
25	32	4	4.77142	0.49999	1
26	32	4	4.95425	0.49999	1
27	32	4	5.2376	0.49999	1
28	32	4	5.46475	0.49999	1
29	32	4	5.64477	0.49999	1
0	32	4	0.261962	0.500005	0
1	32	4	0.519521	0.49999	0
2	32	4	0.775946	0.49999	0
3	32	4	1.03267	0.49999	0
4	32	4	1.28978	0.49999	0
5	32	4	1.54706	0.49999	0
6	32	4	1.80354	0.49999	0
7	32	4	2.06337	0.49999	0
8	32	4	2.32111	0.49999	0
9	32	4	2.57855	0.49999	0
10	32	4	2.84174	0.49999	0
11	32	4	3.10635	0.49999	0
12	32	4	3.37206	0.49999	0
13	32	4	3.63188	0.49999	0
14	32	4	3.88996	0.49999	0
15	32	4	4.14648	0.49999	0
16	32	4	4.40338	0.49999	0
17	32	4	4.66099	0.49999	0
18	32	4	4.91994	0.49999	0
19	32	4	5.17786	0.49999	0
20	32	4	5.43486	0.49999	0
21	32	4	5.69176	0.49999	0
22	32	4	5.95269	0.49999	0
23	32	4	6.21028	0.49999	0
24	32	4	6.46644	0.49999	0
25	32	4	6.72274	0.49999	0
26	32	4	6.98138	0.49999	0
27	32	4	7.23957	0.49999	0
28	32	4	7.4968	0.49999	0
29	32	4	7.75493	0.49999	0
0	32	5	0.584166	0.499983	1
1	32	5	1.05596	0.499976	1
2	32	5	1.40819	0.499976	1
3	32	5	1.77161	0.499974	1
4	32	5	2.1768	0.499974	1
5	32	5	2.91236	0.499972	1
6	32	5	3.24598	0.499972	1
7	32	5	3.57639	0.499972	1
8	32	5	3.91045	0.499972	1
9	32	5	4.27583	0.499972	1
10	32	5	4.62553	0.499972	1
11	32	5	4.97263	0.499972	1
12	32	5	5.31618	0.499971	1
13	32	5	5.65724	0.499971	1
14	32	5	5.99318	0.499971	1
15	32	5	6.33489	0.499971	1
16	32	5	6.71742	0.499971	1
17	32	5	7.09565	0.499971	1
18	32	5	7.4882	0.499971	1
19	32	5	7.91833	0.499971	1
20	32	5	8.26223	0.499971	1
21	32	5	8.60145	0.499971	1
22	32	5	8.94292	0.499971	1
23	32	5	9.29181	0.499971	1
24	32	5	9.63	0.499971	1
25	32	5	9.9713	0.499971	1
26	32	5	10.3285	0.499971	1
27	32	5	10.6785	0.499971	1
28	32	5	11.0202	0.499971	1
29	32	5	11.3608	0.499971	1
0	32	5	0.604122	0.499983	0
1	32	5	1.11367	0.499976	0
2	32	5	1.70955	0.499976	0
3	32	5	2.17664	0.499974	0
4	32	5	2.5883	0.499974	0
5	32	5	3.01027	0.499972	0
6	32	5	3.4212	0.499972	0
7	32	5	3.84529	0.499972	0
8	32	5	4.28316	0.499972	0
9	32	5	5.00748	0.499972	0
10	32	5	5.71079	0.499972	0
11	32	5	6.12194	0.499972	0
12	32	5	6.54757	0.499971	0
13	32	5	6.97581	0.499971	0
14	32	5	7.39941	0.499971	0
15	32	5	7.81909	0.499971	0
16	32	5	8.23305	0.499971	0
17	32	5	8.65657	0.499971	0
18	32	5	9.07899	0.499971	0
19	32	5	9.49543	0.499971	0
20	32	5	9.91179	0.499971	0
21	32	5	10.3448	0.499971	0
22	32	5	10.7722	0.499971	0
23	32	5	11.1903	0.499971	0
24	32	5	11.6079	0.499971	0
25	32	5	12.0442	0.499971	0
26	32	5	12.4761	0.499971	0
27	32	5	12.952	0.499971	0
28	32	5	13.4083	0.499971	0
29	32	5	13.829	0.499971	0
0	64	0	0.194963	0.508984	1
1	64	0	0.386729	0.508408	1
2	64	0	0.570904	0.507897	1
3	64	0	0.748396	0.50744	1
4	64	0	0.927238	0.50703	1
5	64	0	1.10315	0.506659	1
6	64	0	1.27998	0.506322	1
7	64	0	1.45697	0.506014	1
8	64	0	1.63775	0.505733	1
9	64	0	1.81595	0.505475	1
10	64	0	1.99198	0.505236	1
11	64	0	2.16921	0.505016	1
12	64	0	2.34973	0.504812	1
13	64	0	2.52644	0.504622	1
14	64	0	2.7007	0.504444	1
15	64	0	2.87859	0.504279	1
16	64	0	3.05387	0.504124	1
17	64	0	3.23046	0.503979	1
18	64	0	3.40853	0.503842	1
19	64	0	3.58856	0.503714	1
20	64	0	3.77635	0.503593	1
21	64	0	3.98726	0.503478	1
22	64	0	4.16174	0.50337	1
23	64	0	4.34159	0.503267	1
24	64	0	4.51772	0.50317	1
25	64	0	4.69621	0.503078	1
26	64	0	4.87452	0.50299	1
27	64	0	5.05063	0.502906	1
28	64	0	5.22927	0.502827	1
29	64	0	5.40972	0.50275	1
0	64	0	0.4343	0.508984	0
1	64	0	0.863905	0.508408	0
2	64	0	1.29214	0.507897	0
3	64	0	1.72152	0.50744	0
4	64	0	2.15696	0.50703	0
5	64	0	2.5873	0.506659	0
6	64	0	3.01647	0.506322	0
7	64	0	3.44583	0.506014	0
8	64	0	3.87496	0.505733	0
9	64	0	4.30377	0.505475	0
10	64	0	4.73288	0.505236	0
11	64	0	5.16288	0.505016	0
12	64	0	5.59236	0.504812	0
13	64	0	6.02112	0.504622	0
14	64	0	6.45127	0.504444	0
15	64	0	6.88122	0.504279	0
16	64	0	7.31059	0.504124	0
17	64	0	7.7395	0.503979	0
18	64	0	8.16908	0.503842	0
19	64	0	8.60369	0.503714	0
20	64	0	9.03304	0.503593	0
21	64	0	9.46245	0.503478	0
22	64	0	9.89168	0.50337	0
23	64	0	10.3207	0.503267	0
24	64	0	10.7656	0.50317	0
25	64	0	11.1946	0.503078	0
26	64	0	11.624	0.50299	0
27	64	0	12.0578	0.502906	0
28	64	0	12.4878	0.502827	0
29	64	0	12.9171	0.50275	0
0	64	1	0.216096	0.49999	1
1	64	1	0.416019	0.499979	1
2	64	1	0.613	0.49997	1
3	64	1	0.800628	0.499966	1
4	64	1	0.989261	0.499964	1
5	64	1	1.17768	0.499963	1
6	64	1	1.36265	0.499962	1
7	64	1	1.54738	0.499961	1
8	64	1	1.73631	0.49996	1
9	64	1	1.92045	0.49996	1
10	64	1	2.10814	0.499959	1
11	64	1	2.29492	0.499959	1
12	64	1	2.47698	0.499959	1
13	64	1	2.66093	0.499958	1
14	64	1	2.8451	0.499958	1
15	64	1	3.02738	0.499958	1
16	64	1	3.20958	0.499958	1
17	64	1	3.39296	0.499958	1
18	64	1	3.57484	0.499957	1
19	64	1	3.75915	0.499957	1
20	64	1	3.94565	0.499957	1
21	64	1	4.13051	0.499957	1
22	64	1	4.31479	0.499957	1
23	64	1	4.50112	0.499957	1
24	64	1	4.68399	0.499957	1
25	64	1	4.87	0.499957	1
26	64	1	5.05538	0.499957	1
27	64	1	5.2382	0.499956	1
28	64	1	5.43469	0.499956	1
29	64	1	5.69128	0.499956	1
0	64	1	0.443202	0.49999	0
1	64	1	0.880826	0.499979	0
2	64	1	1.31856	0.49997	0
3	64	1	1.76158	0.499966	0
4	64	1	2.19854	0.499964	0
5	64	1	2.63585	0.499963	0
6	64	1	3.07291	0.499962	0
7	64	1	3.51142	0.499961	0
8	64	1	3.95035	0.49996	0
9	64	1	4.38799	0.49996	0
10	64	1	4.8251	0.499959	0
11	64	1	5.2622	0.499959	0
12	64	1	5.69987	0.499959	0
13	64	1	6.13922	0.499958	0
14	64	1	6.57712	0.499958	0
15	64	1	7.01415	0.499958	0
16	64	1	7.45248	0.499958	0
17	64	1	8.1173	0.499958	0
18	64	1	8.57058	0.499957	0
19	64	1	9.01014	0.499957	0
20	64	1	9.44864	0.499957	0
21	64	1	9.89314	0.499957	0
22	64	1	10.3314	0.499957	0
23	64	1	10.771	0.499957	0
24	64	1	11.2101	0.499957	0
25	64	1	11.6484	0.499957	0
26	64	1	12.0861	0.499957	0
27	64	1	12.5261	0.499956	0
28	64	1	12.9652	0.499956	0
29	64	1	13.4051	0.499956	0
0	64	2	0.204835	0.500527	1
1	64	2	0.395083	0.500052	1
2	64	2	0.581188	0.500004	1
3	64	2	0.761726	0.499989	1
4	64	2	0.941039	0.499989	1
5	64	2	1.12045	0.499998	1
6	64	2	1.29906	0.500018	1
7	64	2	1.47833	0.500052	1
8	64	2	1.65922	0.500097	1
9	64	2	1.90441	0.50014	1
10	64	2	2.08223	0.500186	1
11	64	2	2.26704	0.500222	1
12	64	2	2.44314	0.500246	1
13	64	2	2.61853	0.500278	1
14	64	2	2.79628	0.500318	1
15	64	2	2.9737	0.500372	1
16	64	2	3.15463	0.500412	1
17	64	2	3.33573	0.500443	1
18	64	2	3.51505	0.500456	1
19	64	2	3.69399	0.500445	1
20	64	2	3.87399	0.500427	1
21	64	2	4.05438	0.500402	1
22	64	2	4.23298	0.500376	1
23	64	2	4.41469	0.500381	1
24	64	2	4.59715	0.500405	1
25	64	2	4.78047	0.500452	1
26	64	2	4.96333	0.500515	1
27	64	2	5.14377	0.500562	1
28	64	2	5.32362	0.500558	1
29	64	2	5.50389	0.500529	1
0	64	2	0.437531	0.500527	0
1	64	2	0.8691	0.500052	0
2	64	2	1.30301	0.500004	0
3	64	2	1.73487	0.499989	0
4	64	2	2.16718	0.499989	0
5	64	2	2.59971	0.499998	0
6	64	2	3.03083	0.500018	0
7	64	2	3.46141	0.500052	0
8	64	2	3.89331	0.500097	0
9	64	2	4.3245	0.50014	0
10	64	2	4.75602	0.500186	0
11	64	2	5.18823	0.500222	0
12	64	2	5.61945	0.500246	0
13	64	2	6.0509	0.500278	0
14	64	2	6.50651	0.500318	0
15	64	2	6.93931	0.500372	0
16	64	2	7.37071	0.500412	0
17	64	2	7.8043	0.500443	0
18	64	2	8.23559	0.500456	0
19	64	2	8.66746	0.500445	0
20	64	2	9.09873	0.500427	0
21	64	2	9.53018	0.500402	0
22	64	2	9.96127	0.500376	0
23	64	2	10.3925	0.500381	0
24	64	2	10.8238	0.500405	0
25	64	2	11.2551	0.500452	0
