iter k algo time relerr
11 64 0 3.40619 0.213425
12 64 0 3.68129 0.212507
13 64 0 3.95683 0.211607
14 64 0 4.23233 0.210714
15 64 0 4.50846 0.209816
16 64 0 4.78392 0.208899
17 64 0 5.06073 0.20795
18 64 0 5.33741 0.206954
19 64 0 5.61856 0.205896
20 64 0 5.89762 0.204761
21 64 0 6.17591 0.203533
22 64 0 6.45995 0.202195
23 64 0 6.73974 0.200735
24 64 0 7.01781 0.199141
25 64 0 7.29397 0.197405
26 64 0 7.57117 0.195528
27 64 0 7.84844 0.193514
28 64 0 8.12554 0.191376
29 64 0 8.40368 0.189137
0 64 1 0.362849 0.338127
1 64 1 0.653132 0.328635
2 64 1 0.94039 0.326557
3 64 1 1.23075 0.325902
4 64 1 1.51901 0.325429
5 64 1 1.81108 0.325355
6 64 1 2.1005 0.325384
7 64 1 2.38732 0.325391
8 64 1 2.67509 0.325419
9 64 1 2.96459 0.325496
10 64 1 3.25112 0.325575
11 64 1 3.53467 0.325524
12 64 1 3.81856 0.325444
13 64 1 4.10579 0.325366
14 64 1 4.39349 0.325293
15 64 1 4.67999 0.325259
16 64 1 4.96956 0.325228
17 64 1 5.25799 0.325216
18 64 1 5.54504 0.325198
19 64 1 5.8294 0.32522
20 64 1 6.11539 0.325239
21 64 1 6.39772 0.325238
22 64 1 6.68268 0.325222
23 64 1 6.96917 0.325202
24 64 1 7.25161 0.325163
25 64 1 7.53539 0.325142
26 64 1 7.81876 0.325149
27 64 1 8.10259 0.325156
28 64 1 8.38444 0.325157
29 64 1 8.66587 0.325134
0 64 2 0.366222 0.163054
1 64 2 0.651958 0.117276
2 64 2 0.931991 0.104315
3 64 2 1.22148 0.0993777
4 64 2 1.51057 0.0971975
5 64 2 1.79021 0.0960359
6 64 2 2.07039 0.0953016
7 64 2 2.34961 0.0947356
8 64 2 2.6295 0.0941829
9 64 2 2.90495 0.0935828
10 64 2 3.18946 0.0929597
11 64 2 3.46939 0.092356
12 64 2 3.74533 0.0918169
13 64 2 4.02266 0.0913286
14 64 2 4.30401 0.0908838
15 64 2 4.5823 0.0904955
16 64 2 4.85618 0.0901621
17 64 2 5.1395 0.0898847
18 64 2 5.4216 0.0896514
19 64 2 5.70226 0.0894647
20 64 2 5.9808 0.0893177
21 64 2 6.26621 0.0892064
22 64 2 6.55427 0.089122
23 64 2 6.83425 0.0890531
24 64 2 7.11613 0.0889955
25 64 2 7.39265 0.0889465
26 64 2 7.66954 0.0889022
27 64 2 7.94366 0.0888528
28 64 2 8.22643 0.0887965
29 64 2 8.50241 0.0887268
0 64 4 0.487706 0.157065
1 64 4 0.782627 0.0970223
2 64 4 1.11647 0.0885704
3 64 4 1.41341 0.0862402
4 64 4 1.71254 0.08524
5 64 4 2.0128 0.0847001
6 64 4 2.46584 0.0843713
7 64 4 2.92583 0.0841561
8 64 4 3.26671 0.0840045
9 64 4 3.67624 0.0838909
10 64 4 4.09537 0.0838024
11 64 4 4.38698 0.0837312
12 64 4 4.67928 0.0836727
13 64 4 4.96898 0.0836237
14 64 4 5.31671 0.0835819
15 64 4 5.60983 0.083546
16 64 4 6.06467 0.0835146
17 64 4 6.35501 0.0834866
18 64 4 6.71642 0.0834612
19 64 4 7.11822 0.0834382
20 64 4 7.40921 0.0834173
21 64 4 7.70523 0.0833984
22 64 4 8.00041 0.0833813
23 64 4 8.29797 0.0833656
24 64 4 8.58778 0.0833512
25 64 4 8.94501 0.083338
