iter k algo time relerr 
27 96 5 23.567 0.523595
28 96 5 24.6106 0.523562
29 96 5 25.3373 0.523467
0 96 6 0.721876 0.525779
1 96 6 1.40093 0.519865
2 96 6 2.08167 0.515123
3 96 6 2.76293 0.51251
4 96 6 3.44166 0.511234
5 96 6 4.12019 0.510237
6 96 6 4.79777 0.509501
7 96 6 5.47391 0.508942
8 96 6 6.14836 0.508854
9 96 6 6.82473 0.508502
10 96 6 7.50245 0.508331
11 96 6 8.17996 0.508142
12 96 6 8.85629 0.507958
13 96 6 9.53624 0.507837
14 96 6 10.2118 0.507746
15 96 6 10.8866 0.507664
16 96 6 11.5635 0.507585
17 96 6 12.2404 0.507513
18 96 6 12.913 0.507449
19 96 6 13.5905 0.507389
20 96 6 14.2695 0.507334
21 96 6 14.9456 0.507282
22 96 6 15.621 0.507237
23 96 6 16.2944 0.507199
24 96 6 16.9702 0.507167
25 96 6 17.6446 0.507141
26 96 6 18.3238 0.507125
27 96 6 18.9991 0.50713
28 96 6 19.6735 0.507204
29 96 6 20.3711 0.507453
