iter	k	algo	totaltime	relerr	gpu
2	16	1	0.488224	0.206628	0
3	16	1	0.64946	0.181773	0
4	16	1	0.81056	0.163052	0
5	16	1	0.97213	0.149762	0
6	16	1	1.13322	0.141625	0
7	16	1	1.29432	0.13601	0
8	16	1	1.45541	0.13152	0
9	16	1	1.61651	0.127304	0
10	16	1	1.77845	0.122994	0
11	16	1	1.93983	0.118957	0
12	16	1	2.10095	0.115373	0
13	16	1	2.26196	0.11192	0
14	16	1	2.42329	0.108516	0
15	16	1	2.58443	0.105275	0
16	16	1	2.74587	0.102289	0
17	16	1	2.90696	0.0995554	0
18	16	1	3.07131	0.0970082	0
19	16	1	3.23295	0.094558	0
20	16	1	3.39372	0.092099	0
21	16	1	3.55473	0.0895567	0
22	16	1	3.71568	0.0869039	0
23	16	1	3.8774	0.084177	0
24	16	1	4.04108	0.0814687	0
25	16	1	4.20464	0.0788375	0
26	16	1	4.36596	0.0763158	0
27	16	1	4.52711	0.0739071	0
28	16	1	4.68833	0.0716301	0
29	16	1	4.84938	0.0695058	0
0	16	2	0.168427	0.30708	1
1	16	2	0.3352	0.142345	1
2	16	2	0.526723	0.114411	1
3	16	2	0.691481	0.103304	1
4	16	2	0.85642	0.0933376	1
5	16	2	1.02104	0.0808719	1
6	16	2	1.188	0.066584	1
7	16	2	1.35577	0.0526285	1
8	16	2	1.52233	0.0405798	1
9	16	2	1.68661	0.0296186	1
10	16	2	1.85147	0.0196016	1
11	16	2	2.01599	0.0121341	1
12	16	2	2.18118	0.00755923	1
13	16	2	2.35277	0.0050578	1
14	16	2	2.51708	0.00376636	1
15	16	2	2.68448	0.00308846	1
16	16	2	2.84886	0.00268812	1
17	16	2	3.01308	0.00240849	1
18	16	2	3.17741	0.00218564	1
19	16	2	3.34225	0.00199472	1
20	16	2	3.50743	0.00182569	1
21	16	2	3.67199	0.00167375	1
22	16	2	3.83949	0.00153626	1
23	16	2	4.0056	0.00141134	1
24	16	2	4.17269	0.00129767	1
25	16	2	4.339	0.00119414	1
26	16	2	4.504	0.00109969	1
27	16	2	4.67304	0.00101353	1
28	16	2	4.83936	0.000934794	1
29	16	2	5.00482	0.000862734	1
0	16	2	0.161938	0.30708	0
1	16	2	0.321236	0.142345	0
2	16	2	0.480473	0.114411	0
3	16	2	0.639507	0.103304	0
4	16	2	0.798508	0.0933376	0
5	16	2	0.957603	0.0808719	0
6	16	2	1.11844	0.066584	0
7	16	2	1.27965	0.0526285	0
8	16	2	1.43871	0.0405798	0
9	16	2	1.59802	0.0296186	0
10	16	2	1.75722	0.0196016	0
11	16	2	1.91673	0.0121341	0
12	16	2	2.07586	0.00755923	0
13	16	2	2.23535	0.0050578	0
14	16	2	2.39651	0.00376636	0
15	16	2	2.55554	0.00308846	0
16	16	2	2.71445	0.00268812	0
17	16	2	2.8734	0.00240849	0
18	16	2	3.03382	0.00218564	0
19	16	2	3.19387	0.00199472	0
20	16	2	3.35297	0.00182569	0
21	16	2	3.51199	0.00167375	0
22	16	2	3.67123	0.00153626	0
23	16	2	3.83012	0.00141134	0
24	16	2	3.98926	0.00129767	0
25	16	2	4.14817	0.00119414	0
26	16	2	4.30718	0.00109969	0
27	16	2	4.46624	0.00101353	0
28	16	2	4.62521	0.000934794	0
29	16	2	4.78543	0.000862734	0
0	16	4	0.171975	0.19548	1
1	16	4	0.339952	0.143359	1
2	16	4	0.507866	0.120227	1
3	16	4	0.677536	0.106606	1
4	16	4	0.847815	0.0988665	1
5	16	4	1.01721	0.0911152	1
6	16	4	1.18507	0.0820674	1
7	16	4	1.35505	0.0713951	1
8	16	4	1.52271	0.0594714	1
9	16	4	1.69506	0.0472332	1
10	16	4	1.87233	0.0358389	1
11	16	4	2.03992	0.0265296	1
12	16	4	2.20826	0.0199553	1
13	16	4	2.37664	0.0158715	1
14	16	4	2.54407	0.0134494	1
15	16	4	2.71209	0.0116754	1
16	16	4	2.88333	0.0109307	1
17	16	4	3.05962	0.0106233	1
18	16	4	3.22715	0.0103954	1
19	16	4	3.3958	0.0103304	1
20	16	4	3.56782	0.0103005	1
21	16	4	3.73823	0.0103591	1
22	16	4	3.90764	0.0103577	1
23	16	4	4.07585	0.0102852	1
24	16	4	4.24508	0.0102804	1
25	16	4	4.41329	0.0102801	1
26	16	4	4.58099	0.0102861	1
27	16	4	4.75226	0.0102922	1
28	16	4	4.92781	0.0102936	1
29	16	4	5.09542	0.0102916	1
0	16	4	0.166108	0.19548	0
1	16	4	0.329571	0.143359	0
2	16	4	0.492868	0.120227	0
3	16	4	0.656227	0.106606	0
4	16	4	0.819779	0.0988665	0
5	16	4	0.983003	0.0911152	0
6	16	4	1.14645	0.0820674	0
7	16	4	1.31006	0.0713951	0
8	16	4	1.47396	0.0594714	0
9	16	4	1.63749	0.0472332	0
10	16	4	1.8011	0.0358389	0
11	16	4	1.96909	0.0265296	0
12	16	4	2.13239	0.0199553	0
13	16	4	2.29567	0.0158715	0
14	16	4	2.4592	0.0134494	0
15	16	4	2.62245	0.0116754	0
16	16	4	2.78563	0.0109307	0
17	16	4	2.94883	0.0106233	0
18	16	4	3.11204	0.0103954	0
19	16	4	3.27538	0.0103304	0
20	16	4	3.4387	0.0103005	0
21	16	4	3.60239	0.0103591	0
22	16	4	3.76596	0.0103577	0
23	16	4	3.9295	0.0102852	0
24	16	4	4.09342	0.0102804	0
25	16	4	4.25699	0.0102801	0
26	16	4	4.42058	0.0102861	0
27	16	4	4.58415	0.0102922	0
28	16	4	4.74781	0.0102936	0
29	16	4	4.91516	0.0102916	0
0	16	5	0.174508	0.195291	1
1	16	5	0.344353	0.137618	1
2	16	5	0.514952	0.127528	1
3	16	5	0.682762	0.122205	1
4	16	5	0.850344	0.118376	1
5	16	5	1.01706	0.115938	1
6	16	5	1.1838	0.114366	1
7	16	5	1.35043	0.113446	1
8	16	5	1.51611	0.113016	1
9	16	5	1.68159	0.113174	1
10	16	5	1.84667	0.122177	1
11	16	5	2.0118	0.122177	1
12	16	5	2.1781	0.122177	1
13	16	5	2.34319	0.122177	1
14	16	5	2.50828	0.122177	1
15	16	5	2.67387	0.122177	1
16	16	5	2.8389	0.122177	1
17	16	5	3.00418	0.122177	1
18	16	5	3.17294	0.122177	1
19	16	5	3.33814	0.122177	1
20	16	5	3.50323	0.122177	1
21	16	5	3.66833	0.122177	1
22	16	5	3.83335	0.122177	1
23	16	5	3.99853	0.122177	1
24	16	5	4.16352	0.122177	1
25	16	5	4.33188	0.122177	1
26	16	5	4.49781	0.122177	1
27	16	5	4.66299	0.122177	1
28	16	5	4.82852	0.122177	1
29	16	5	4.9936	0.122177	1
0	16	5	0.169107	0.195291	0
1	16	5	0.337741	0.137618	0
2	16	5	0.500667	0.127528	0
3	16	5	0.663251	0.122205	0
4	16	5	0.825754	0.118376	0
5	16	5	0.98791	0.115938	0
6	16	5	1.14982	0.114366	0
7	16	5	1.3116	0.113446	0
8	16	5	1.47873	0.113016	0
9	16	5	1.64267	0.113174	0
10	16	5	1.80333	0.122177	0
11	16	5	1.96407	0.122177	0
12	16	5	2.1248	0.122177	0
13	16	5	2.30447	0.122177	0
14	16	5	2.46509	0.122177	0
15	16	5	2.62762	0.122177	0
16	16	5	2.78978	0.122177	0
17	16	5	2.95136	0.122177	0
18	16	5	3.11298	0.122177	0
19	16	5	3.27361	0.122177	0
20	16	5	3.43443	0.122177	0
21	16	5	3.59503	0.122177	0
22	16	5	3.75868	0.122177	0
23	16	5	3.91925	0.122177	0
24	16	5	4.08042	0.122177	0
25	16	5	4.24101	0.122177	0
26	16	5	4.40438	0.122177	0
27	16	5	4.56526	0.122177	0
28	16	5	4.72657	0.122177	0
29	16	5	4.88831	0.122177	0
0	32	0	0.174665	0.216207	1
1	32	0	0.344911	0.209888	1
2	32	0	0.514392	0.204608	1
3	32	0	0.680595	0.200096	1
4	32	0	0.850531	0.196188	1
5	32	0	1.02179	0.192765	1
6	32	0	1.18997	0.189736	1
7	32	0	1.35892	0.187034	1
8	32	0	1.52434	0.184603	1
9	32	0	1.69006	0.182399	1
10	32	0	1.8563	0.18039	1
11	32	0	2.02331	0.178546	1
12	32	0	2.19006	0.176845	1
13	32	0	2.35848	0.175266	1
14	32	0	2.52399	0.173795	1
15	32	0	2.68994	0.172416	1
16	32	0	2.85496	0.171119	1
17	32	0	3.01995	0.169894	1
18	32	0	3.18563	0.168731	1
19	32	0	3.35065	0.167624	1
20	32	0	3.51752	0.166566	1
21	32	0	3.68415	0.165551	1
22	32	0	3.84939	0.164574	1
23	32	0	4.01459	0.163632	1
24	32	0	4.17957	0.162719	1
25	32	0	4.34571	0.161832	1
26	32	0	4.51094	0.160969	1
27	32	0	4.67647	0.160127	1
28	32	0	4.84177	0.159302	1
29	32	0	5.00672	0.158494	1
0	32	0	0.250614	0.216207	0
1	32	0	0.499009	0.209888	0
2	32	0	0.749055	0.204608	0
3	32	0	0.998504	0.200096	0
4	32	0	1.24648	0.196188	0
5	32	0	1.49525	0.192765	0
6	32	0	1.74303	0.189736	0
7	32	0	1.99098	0.187034	0
8	32	0	2.2391	0.184603	0
9	32	0	2.48713	0.182399	0
10	32	0	2.73739	0.18039	0
11	32	0	2.98573	0.178546	0
12	32	0	3.23341	0.176845	0
13	32	0	3.48168	0.175266	0
14	32	0	3.73043	0.173795	0
15	32	0	3.97782	0.172416	0
16	32	0	4.22546	0.171119	0
17	32	0	4.47298	0.169894	0
18	32	0	4.72144	0.168731	0
19	32	0	4.96953	0.167624	0
20	32	0	5.21783	0.166566	0
21	32	0	5.46548	0.165551	0
22	32	0	5.71316	0.164574	0
23	32	0	5.96213	0.163632	0
24	32	0	6.20984	0.162719	0
25	32	0	6.45774	0.161832	0
26	32	0	6.70599	0.160969	0
27	32	0	6.95451	0.160127	0
28	32	0	7.20202	0.159302	0
29	32	0	7.45116	0.158494	0
0	32	1	0.180826	0.23529	1
1	32	1	0.353376	0.185626	1
2	32	1	0.530443	0.153504	1
3	32	1	0.706515	0.133818	1
4	32	1	0.888431	0.122126	1
5	32	1	1.06132	0.114993	1
6	32	1	1.23232	0.110262	1
7	32	1	1.40203	0.106654	1
8	32	1	1.57164	0.103671	1
9	32	1	1.74162	0.101183	1
10	32	1	1.91418	0.0990447	1
11	32	1	2.09639	0.0971061	1
12	32	1	2.26961	0.0953018	1
13	32	1	2.44289	0.0936393	1
14	32	1	2.61446	0.0921014	1
15	32	1	2.78479	0.0906627	1
16	32	1	2.95949	0.0893263	1
17	32	1	3.1304	0.088071	1
18	32	1	3.31022	0.0868447	1
19	32	1	3.48286	0.0855871	1
20	32	1	3.65307	0.0842455	1
21	32	1	3.82169	0.0827965	1
22	32	1	4.00941	0.0812496	1
23	32	1	4.18311	0.0796498	1
24	32	1	4.38186	0.0780242	1
25	32	1	4.55723	0.0763831	1
26	32	1	4.72922	0.0747493	1
27	32	1	4.89979	0.0731308	1
28	32	1	5.07789	0.0715289	1
29	32	1	5.25203	0.0699419	1
0	32	1	0.257206	0.23529	0
1	32	1	0.510348	0.185626	0
2	32	1	0.763619	0.153504	0
3	32	1	1.01556	0.133818	0
4	32	1	1.26795	0.122126	0
5	32	1	1.52089	0.114993	0
6	32	1	1.77361	0.110262	0
7	32	1	2.0258	0.106654	0
8	32	1	2.28533	0.103671	0
9	32	1	2.53946	0.101183	0
10	32	1	2.79591	0.0990447	0
11	32	1	3.04767	0.0971061	0
12	32	1	3.30023	0.0953018	0
13	32	1	3.55229	0.0936393	0
14	32	1	3.80461	0.0921014	0
15	32	1	4.05743	0.0906627	0
16	32	1	4.31107	0.0893263	0
17	32	1	4.56344	0.088071	0
18	32	1	4.81549	0.0868447	0
19	32	1	5.06773	0.0855871	0
20	32	1	5.32026	0.0842455	0
21	32	1	5.57268	0.0827965	0
22	32	1	5.82436	0.0812496	0
23	32	1	6.07556	0.0796498	0
24	32	1	6.32693	0.0780242	0
25	32	1	6.57899	0.0763831	0
26	32	1	6.83036	0.0747493	0
27	32	1	7.08214	0.0731308	0
28	32	1	7.33421	0.0715289	0
29	32	1	7.58626	0.0699419	0
0	32	2	0.177349	0.210941	1
1	32	2	0.346576	0.101562	1
2	32	2	0.515445	0.0851088	1
3	32	2	0.691444	0.0781053	1
4	32	2	0.86068	0.0729427	1
5	32	2	1.02799	0.0680761	1
6	32	2	1.19631	0.062939	1
7	32	2	1.36515	0.0571433	1
8	32	2	1.53379	0.0510759	1
9	32	2	1.70096	0.0455735	1
10	32	2	1.86915	0.0407911	1
11	32	2	2.03775	0.03634	1
12	32	2	2.20493	0.0317026	1
13	32	2	2.37226	0.0263188	1
14	32	2	2.54104	0.0201203	1
15	32	2	2.71497	0.0141021	1
16	32	2	2.88472	0.00951128	1
17	32	2	3.0552	0.00660841	1
18	32	2	3.22515	0.00496717	1
19	32	2	3.39221	0.00406834	1
20	32	2	3.56274	0.00354776	1
21	32	2	3.73191	0.00320475	1
22	32	2	3.89907	0.00294593	1
23	32	2	4.06747	0.00273135	1
24	32	2	4.23993	0.00254362	1
25	32	2	4.40836	0.00237467	1
26	32	2	4.58148	0.00222018	1
27	32	2	4.75489	0.00207753	1
28	32	2	4.92538	0.00194524	1
29	32	2	5.09478	0.00182223	1
0	32	2	0.255365	0.210941	0
1	32	2	0.506229	0.101562	0
2	32	2	0.757672	0.0851088	0
3	32	2	1.00829	0.0781053	0
4	32	2	1.25846	0.0729427	0
5	32	2	1.50909	0.0680761	0
6	32	2	1.75915	0.062939	0
7	32	2	2.00927	0.0571433	0
8	32	2	2.25959	0.0510759	0
9	32	2	2.50964	0.0455735	0
10	32	2	2.75967	0.0407911	0
11	32	2	3.00976	0.03634	0
12	32	2	3.25984	0.0317026	0
13	32	2	3.51057	0.0263188	0
14	32	2	3.76175	0.0201203	0
15	32	2	4.01332	0.0141021	0
16	32	2	4.26358	0.00951128	0
17	32	2	4.5141	0.00660841	0
18	32	2	4.76433	0.00496717	0
19	32	2	5.01442	0.00406834	0
20	32	2	5.26462	0.00354776	0
21	32	2	5.51534	0.00320475	0
22	32	2	5.766	0.00294593	0
23	32	2	6.01619	0.00273135	0
24	32	2	6.26624	0.00254362	0
25	32	2	6.51623	0.00237467	0
26	32	2	6.76806	0.00222018	0
27	32	2	7.01859	0.00207753	0
28	32	2	7.26865	0.00194524	0
29	32	2	7.51933	0.00182223	0
0	32	4	0.18605	0.136694	1
1	32	4	0.366284	0.100432	1
2	32	4	0.544586	0.088534	1
3	32	4	0.723197	0.0835018	1
4	32	4	0.902439	0.0802558	1
5	32	4	1.08481	0.0774829	1
6	32	4	1.25712	0.0746648	1
7	32	4	1.42937	0.0715478	1
8	32	4	1.60314	0.0678458	1
9	32	4	1.77704	0.0637523	1
10	32	4	1.94955	0.0591691	1
11	32	4	2.12199	0.0542324	1
12	32	4	2.29494	0.0489279	1
13	32	4	2.46719	0.0436414	1
14	32	4	2.64352	0.0385373	1
15	32	4	2.82041	0.033736	1
16	32	4	2.9937	0.0292077	1
17	32	4	3.17117	0.0248849	1
18	32	4	3.34568	0.0209732	1
19	32	4	3.52417	0.01752	1
20	32	4	3.70113	0.0147506	1
21	32	4	3.87336	0.0127008	1
22	32	4	4.04787	0.0113647	1
23	32	4	4.22179	0.0105557	1
24	32	4	4.39406	0.0100722	1
25	32	4	4.67192	0.00984419	1
26	32	4	4.86584	0.00981638	1
27	32	4	5.04517	0.0096591	1
28	32	4	5.22597	0.00955374	1
29	32	4	5.4	0.00954609	1
0	32	4	0.291353	0.136694	0
1	32	4	0.546962	0.100432	0
2	32	4	0.802375	0.088534	0
3	32	4	1.05837	0.0835018	0
4	32	4	1.31472	0.0802558	0
5	32	4	1.57084	0.0774829	0
6	32	4	1.8266	0.0746648	0
7	32	4	2.08395	0.0715478	0
8	32	4	2.33945	0.0678458	0
9	32	4	2.59575	0.0637523	0
10	32	4	2.85134	0.0591691	0
11	32	4	3.10902	0.0542324	0
12	32	4	3.36507	0.0489279	0
13	32	4	3.62192	0.0436414	0
14	32	4	3.87785	0.0385373	0
15	32	4	4.13407	0.033736	0
16	32	4	4.39037	0.0292077	0
17	32	4	4.65214	0.0248849	0
18	32	4	4.90888	0.0209732	0
19	32	4	5.16673	0.01752	0
20	32	4	5.42631	0.0147506	0
21	32	4	5.68519	0.0127008	0
22	32	4	5.94281	0.0113647	0
23	32	4	6.19988	0.0105557	0
24	32	4	6.45629	0.0100722	0
25	32	4	6.7136	0.00984419	0
26	32	4	6.97084	0.00981638	0
27	32	4	7.2292	0.0096591	0
28	32	4	7.48573	0.00955374	0
29	32	4	7.74181	0.00954609	0
0	32	5	0.200674	0.135626	1
1	32	5	0.388045	0.0980564	1
2	32	5	0.567893	0.091274	1
3	32	5	0.743662	0.0896762	1
4	32	5	0.92903	0.0883449	1
5	32	5	1.10568	0.0876123	1
6	32	5	1.28005	0.0870197	1
7	32	5	1.45693	0.0865467	1
8	32	5	1.6311	0.0861691	1
9	32	5	1.80978	0.0856397	1
10	32	5	1.987	0.0849547	1
11	32	5	2.15976	0.0849896	1
12	32	5	2.33372	0.0845864	1
13	32	5	2.50901	0.0840593	1
14	32	5	2.69985	0.0839762	1
15	32	5	2.87262	0.0833316	1
16	32	5	3.04719	0.0833323	1
17	32	5	3.22585	0.0829665	1
18	32	5	3.40509	0.082745	1
19	32	5	3.58188	0.0823276	1
20	32	5	3.75974	0.0822443	1
21	32	5	3.93279	0.0820615	1
22	32	5	4.107	0.0818194	1
23	32	5	4.28417	0.0814879	1
24	32	5	4.45989	0.0815072	1
25	32	5	4.63423	0.0812144	1
26	32	5	4.80734	0.0812259	1
27	32	5	4.98628	0.0810552	1
28	32	5	5.15953	0.0808361	1
29	32	5	5.33148	0.0806026	1
0	32	5	0.268312	0.135626	0
1	32	5	0.53093	0.0980564	0
2	32	5	0.790425	0.091274	0
3	32	5	1.04673	0.0896762	0
4	32	5	1.30904	0.0883449	0
5	32	5	1.5653	0.0876123	0
6	32	5	1.82143	0.0870197	0
7	32	5	2.0788	0.0865467	0
8	32	5	2.33405	0.0861691	0
9	32	5	2.58951	0.0856397	0
10	32	5	2.8449	0.0849547	0
11	32	5	3.10001	0.0849896	0
12	32	5	3.35595	0.0845864	0
13	32	5	3.61133	0.0840593	0
14	32	5	3.87003	0.0839762	0
15	32	5	4.12505	0.0833316	0
16	32	5	4.38017	0.0833323	0
17	32	5	4.63461	0.0829665	0
18	32	5	4.88912	0.082745	0
19	32	5	5.15175	0.0823276	0
20	32	5	5.40587	0.0822443	0
21	32	5	5.66042	0.0820615	0
22	32	5	5.91568	0.0818194	0
23	32	5	6.23324	0.0814879	0
24	32	5	6.56389	0.0815072	0
25	32	5	6.82297	0.0812144	0
26	32	5	7.08029	0.0812259	0
27	32	5	7.33372	0.0810552	0
28	32	5	7.58712	0.0808361	0
29	32	5	7.84104	0.0806026	0
0	64	0	0.183557	0.156336	1
1	64	0	0.360145	0.153538	1
2	64	0	0.54287	0.15101	1
3	64	0	0.724175	0.148706	1
4	64	0	0.898442	0.146594	1
5	64	0	1.07827	0.14465	1
6	64	0	1.25294	0.142852	1
7	64	0	1.43105	0.141184	1
8	64	0	1.64419	0.139628	1
9	64	0	1.83094	0.138175	1
10	64	0	2.00779	0.136811	1
11	64	0	2.18594	0.135528	1
12	64	0	2.3604	0.134318	1
13	64	0	2.53513	0.133173	1
14	64	0	2.70946	0.132088	1
15	64	0	2.88406	0.131057	1
16	64	0	3.06027	0.130075	1
17	64	0	3.23601	0.129137	1
18	64	0	3.40983	0.128241	1
19	64	0	3.59011	0.127381	1
20	64	0	3.76669	0.126557	1
21	64	0	3.94758	0.125763	1
22	64	0	4.12549	0.124999	1
23	64	0	4.30042	0.124262	1
24	64	0	4.47472	0.12355	1
25	64	0	4.65087	0.122861	1
26	64	0	4.82506	0.122192	1
27	64	0	5.0018	0.121544	1
28	64	0	5.17801	0.120914	1
29	64	0	5.35345	0.120301	1
0	64	0	0.432339	0.156336	0
1	64	0	0.860593	0.153538	0
2	64	0	1.28978	0.15101	0
3	64	0	1.71927	0.148706	0
4	64	0	2.14837	0.146594	0
5	64	0	2.57763	0.14465	0
6	64	0	3.00808	0.142852	0
7	64	0	3.43797	0.141184	0
8	64	0	3.86734	0.139628	0
9	64	0	4.2969	0.138175	0
10	64	0	4.72797	0.136811	0
11	64	0	5.15756	0.135528	0
12	64	0	5.58802	0.134318	0
13	64	0	6.018	0.133173	0
14	64	0	6.44749	0.132088	0
15	64	0	6.87524	0.131057	0
16	64	0	7.30283	0.130075	0
17	64	0	7.73106	0.129137	0
18	64	0	8.16001	0.128241	0
19	64	0	8.58984	0.127381	0
20	64	0	9.01933	0.126557	0
21	64	0	9.44973	0.125763	0
22	64	0	9.87926	0.124999	0
23	64	0	10.3089	0.124262	0
24	64	0	10.7385	0.12355	0
25	64	0	11.1681	0.122861	0
26	64	0	11.6004	0.122192	0
27	64	0	12.0326	0.121544	0
28	64	0	12.4627	0.120914	0
29	64	0	12.8922	0.120301	0
0	64	1	0.191291	0.167957	1
1	64	1	0.380966	0.126349	1
2	64	1	0.578108	0.101041	1
3	64	1	0.825292	0.0905836	1
4	64	1	1.01204	0.0851062	1
5	64	1	1.20496	0.0814901	1
6	64	1	1.38831	0.0789281	1
7	64	1	1.56998	0.0768655	1
8	64	1	1.75334	0.0751533	1
9	64	1	1.93358	0.0736931	1
10	64	1	2.11356	0.0724724	1
11	64	1	2.297	0.0714103	1
12	64	1	2.47676	0.0704458	1
13	64	1	2.65832	0.0695471	1
14	64	1	2.83821	0.068706	1
15	64	1	3.01996	0.0679122	1
16	64	1	3.20356	0.0671608	1
17	64	1	3.38751	0.066438	1
18	64	1	3.56904	0.0657323	1
19	64	1	3.75203	0.0650361	1
20	64	1	3.9355	0.0643572	1
21	64	1	4.11727	0.0636985	1
22	64	1	4.30193	0.0630508	1
23	64	1	4.48368	0.0624093	1
24	64	1	4.66495	0.0617663	1
25	64	1	4.84893	0.0611195	1
26	64	1	5.02989	0.0604644	1
27	64	1	5.20764	0.0598007	1
28	64	1	5.38839	0.0591266	1
29	64	1	5.57165	0.0584418	1
0	64	1	0.442716	0.167957	0
1	64	1	0.878644	0.126349	0
2	64	1	1.31467	0.101041	0
3	64	1	1.74928	0.0905836	0
4	64	1	2.18391	0.0851062	0
5	64	1	2.61839	0.0814901	0
6	64	1	3.05605	0.0789281	0
7	64	1	3.49194	0.0768655	0
8	64	1	3.92805	0.0751533	0
9	64	1	4.36394	0.0736931	0
10	64	1	4.79966	0.0724724	0
11	64	1	5.24398	0.0714103	0
12	64	1	5.68101	0.0704458	0
13	64	1	6.12058	0.0695471	0
14	64	1	6.55754	0.068706	0
15	64	1	6.99382	0.0679122	0
16	64	1	7.43018	0.0671608	0
17	64	1	7.86684	0.066438	0
18	64	1	8.30483	0.0657323	0
19	64	1	8.74219	0.0650361	0
20	64	1	9.17999	0.0643572	0
21	64	1	9.61636	0.0636985	0
22	64	1	10.0569	0.0630508	0
23	64	1	10.4935	0.0624093	0
24	64	1	10.9321	0.0617663	0
25	64	1	11.3683	0.0611195	0
26	64	1	11.8057	0.0604644	0
27	64	1	12.2426	0.0598007	0
28	64	1	12.6793	0.0591266	0
29	64	1	13.1145	0.0584418	0
0	64	2	0.190807	0.104192	1
1	64	2	0.372984	0.0691737	1
2	64	2	0.553842	0.061918	1
3	64	2	0.737012	0.0587879	1
4	64	2	0.916684	0.0561398	1
5	64	2	1.16891	0.0532106	1
6	64	2	1.36691	0.0497612	1
7	64	2	1.54616	0.0457388	1
8	64	2	1.72724	0.0414281	1
9	64	2	1.90614	0.0371539	1
10	64	2	2.08549	0.0331978	1
11	64	2	2.26899	0.0295799	1
12	64	2	2.44833	0.026316	1
13	64	2	2.62388	0.0234387	1
14	64	2	2.80503	0.0208853	1
15	64	2	2.982	0.0185125	1
16	64	2	3.18378	0.0161461	1
17	64	2	3.40185	0.0136244	1
18	64	2	3.61453	0.0110621	1
19	64	2	3.80522	0.0087399	1
20	64	2	3.98106	0.00673868	1
21	64	2	4.15858	0.00508936	1
22	64	2	4.33686	0.00386481	1
23	64	2	4.51641	0.00305318	1
24	64	2	4.6948	0.00255181	1
25	64	2	4.86975	0.00224348	1
26	64	2	5.04587	0.00204208	1
27	64	2	5.22525	0.00189699	1
28	64	2	5.40032	0.00178202	1
29	64	2	5.57662	0.00168426	1
0	64	2	0.433829	0.104192	0
1	64	2	0.865013	0.0691737	0
2	64	2	1.2953	0.061918	0
3	64	2	1.72578	0.0587879	0
