iter k algo time relerr
8 64 4 13.3247 0.0558313
9 64 4 14.7945 0.0541864
10 64 4 16.2671 0.0523931
11 64 4 17.7441 0.05044
12 64 4 19.2137 0.048312
13 64 4 20.6815 0.0459993
14 64 4 22.155 0.0435184
15 64 4 23.6259 0.0409467
16 64 4 25.0935 0.0383906
17 64 4 26.5609 0.0359197
18 64 4 28.0311 0.0335553
19 64 4 29.5026 0.0312917
20 64 4 30.9828 0.0291258
21 64 4 32.4523 0.0270692
22 64 4 33.9231 0.0251532
23 64 4 35.3996 0.0234222
24 64 4 36.8672 0.0219141
25 64 4 38.3401 0.0206225
26 64 4 39.812 0.0194936
27 64 4 41.2941 0.0184539
28 64 4 42.7667 0.0174431
29 64 4 44.2494 0.0164039
0 64 5 1.53684 0.109577
1 64 5 3.027 0.0932679
2 64 5 4.50772 0.0741877
3 64 5 5.98438 0.0720617
4 64 5 7.45121 0.070611
5 64 5 8.94576 0.0701898
6 64 5 10.417 0.0698238
7 64 5 12.6378 0.069856
8 64 5 14.8474 0.0697551
9 64 5 17.0699 0.0695066
10 64 5 18.5451 0.0785918
11 64 5 20.7482 0.0785918
12 64 5 22.9629 0.0785918
13 64 5 25.1745 0.0785918
14 64 5 27.3818 0.0785918
15 64 5 29.5838 0.0785918
16 64 5 31.7997 0.0785918
17 64 5 34.009 0.0785918
18 64 5 36.2229 0.0785918
19 64 5 38.4273 0.0785918
20 64 5 40.6486 0.0785918
21 64 5 42.8513 0.0785918
22 64 5 45.0557 0.0785918
23 64 5 47.2508 0.0785918
24 64 5 49.4583 0.0785918
25 64 5 51.6581 0.0785918
26 64 5 53.8662 0.0785918
27 64 5 56.0795 0.0785918
28 64 5 58.2957 0.0785918
29 64 5 60.5081 0.0785918
0 64 6 1.50877 0.10761
1 64 6 2.97407 0.0989746
2 64 6 4.43581 0.0929666
3 64 6 5.89863 0.0898493
4 64 6 7.35777 0.0873392
5 64 6 8.81702 0.0852468
6 64 6 10.2816 0.0835296
7 64 6 11.7376 0.081946
8 64 6 13.2211 0.0803028
9 64 6 14.6795 0.0784998
10 64 6 16.1423 0.077002
11 64 6 17.6017 0.0757323
12 64 6 19.0625 0.074493
13 64 6 20.5268 0.0733953
14 64 6 21.9829 0.0724959
15 64 6 23.4391 0.0718536
16 64 6 24.8936 0.071445
17 64 6 26.3563 0.0711774
18 64 6 27.817 0.0709579
19 64 6 29.2899 0.0707368
20 64 6 30.7577 0.0706029
21 64 6 32.2153 0.0705539
22 64 6 33.6727 0.0705224
23 64 6 35.131 0.0702676
24 64 6 36.5864 0.0699421
25 64 6 38.0427 0.0696061
26 64 6 39.5068 0.0693052
27 64 6 40.9735 0.0689072
28 64 6 42.4376 0.0685579
29 64 6 43.9036 0.0683714
1 96 0 3.0304 0.127333
2 96 0 4.51613 0.125992
3 96 0 5.99958 0.124734
4 96 0 7.4854 0.123548
5 96 0 8.97533 0.122431
6 96 0 10.4653 0.121374
7 96 0 11.9515 0.120374
8 96 0 13.4407 0.119426
9 96 0 14.9284 0.118525
10 96 0 16.4173 0.117668
11 96 0 17.9063 0.116851
12 96 0 19.389 0.116072
13 96 0 20.8741 0.115328
14 96 0 22.3845 0.114617
15 96 0 23.877 0.113935
16 96 0 25.3692 0.113282
17 96 0 26.8786 0.112656
18 96 0 28.3707 0.112053
19 96 0 29.8588 0.111474
20 96 0 31.3456 0.110917
21 96 0 32.8328 0.11038
22 96 0 34.324 0.109862
23 96 0 35.8231 0.109362
24 96 0 37.3093 0.10888
25 96 0 38.7986 0.108413
26 96 0 40.2883 0.107961
27 96 0 41.7792 0.107524
28 96 0 43.281 0.1071
29 96 0 44.7691 0.106689
0 96 1 1.55231 0.150825
1 96 1 3.05939 0.110753
2 96 1 4.56157 0.0895497
3 96 1 6.0667 0.0816857
4 96 1 7.57079 0.0772539
5 96 1 9.07453 0.0743109
6 96 1 10.5757 0.0712528
7 96 1 12.0808 0.0689361
8 96 1 13.5805 0.0673216
9 96 1 15.0805 0.0660969
10 96 1 16.5804 0.0650937
11 96 1 18.0875 0.0642557
12 96 1 19.5883 0.0635511
13 96 1 21.0928 0.0629348
14 96 1 22.5996 0.062378
15 96 1 24.1026 0.0618675
16 96 1 25.6037 0.0613983
17 96 1 27.1085 0.0609623
18 96 1 28.6109 0.0605528
19 96 1 30.1126 0.0601634
20 96 1 31.6312 0.0597932
21 96 1 33.1326 0.0594415
22 96 1 34.6462 0.0591073
23 96 1 36.1541 0.058786
24 96 1 37.6599 0.0584723
25 96 1 39.1704 0.0581632
26 96 1 40.6773 0.0578566
27 96 1 42.187 0.0575531
28 96 1 43.695 0.0572532
29 96 1 45.2023 0.0569536
0 96 2 1.54704 0.147904
1 96 2 3.03685 0.0648841
2 96 2 4.53258 0.0534646
3 96 2 6.02465 0.0510755
4 96 2 7.51693 0.0500186
5 96 2 9.00611 0.0491052
6 96 2 10.4965 0.0480999
7 96 2 11.9899 0.0469309
8 96 2 13.4798 0.0455427
9 96 2 14.9732 0.043894
10 96 2 16.4656 0.0419937
11 96 2 17.9576 0.0399032
12 96 2 19.4488 0.0376895
13 96 2 20.9412 0.0353963
14 96 2 22.4328 0.0330272
15 96 2 23.9268 0.0305702
16 96 2 25.42 0.0280638
17 96 2 26.9144 0.0256179
18 96 2 28.4189 0.0233539
19 96 2 29.9075 0.021351
20 96 2 31.3996 0.0196425
21 96 2 32.8973 0.0181683
22 96 2 34.3906 0.0168045
23 96 2 35.8897 0.0154179
24 96 2 37.3846 0.0139337
25 96 2 38.8815 0.0123715
26 96 2 40.3733 0.0108362
27 96 2 41.8695 0.00949634
28 96 2 43.3671 0.00842777
29 96 2 44.8594 0.00752158
0 96 4 1.56381 0.0800983
1 96 4 3.08069 0.0597192
2 96 4 4.59166 0.0541896
3 96 4 6.10394 0.0522077
4 96 4 7.61301 0.0511764
5 96 4 9.11817 0.0503965
6 96 4 10.6302 0.0496871
7 96 4 12.1417 0.0489701
8 96 4 13.6535 0.0481952
9 96 4 15.1624 0.047323
10 96 4 16.6669 0.04632
11 96 4 18.1749 0.0451572
12 96 4 19.6831 0.0438133
13 96 4 21.1965 0.0422828
14 96 4 22.7134 0.0405792
15 96 4 24.2259 0.0387342
16 96 4 25.7358 0.0368019
17 96 4 27.2497 0.0348395
18 96 4 28.7681 0.0329115
19 96 4 30.2869 0.0310563
20 96 4 31.8002 0.0292918
21 96 4 33.3174 0.027603
22 96 4 34.8361 0.0259763
23 96 4 36.355 0.024404
24 96 4 37.8709 0.022858
25 96 4 39.385 0.021331
26 96 4 40.899 0.0198343
27 96 4 42.4206 0.0183816
28 96 4 43.9406 0.0170005
29 96 4 45.4615 0.0157296
0 96 5 1.57244 0.0902848
1 96 5 3.10118 0.0817477
2 96 5 4.6269 0.0656549
3 96 5 6.1533 0.060424
4 96 5 7.67415 0.0581897
5 96 5 9.19506 0.0576038
6 96 5 10.7181 0.0576303
