iter k algo time relerr
25 96 5 361.294 0.0622073
26 96 5 376.758 0.0622073
27 96 5 392.242 0.0622073
28 96 5 407.725 0.0622073
29 96 5 423.211 0.0622073
0 96 6 10.3012 0.087107
1 96 6 20.597 0.0800164
2 96 6 30.8933 0.0758367
3 96 6 41.1907 0.0738644
4 96 6 51.4904 0.0725095
5 96 6 61.792 0.0714005
6 96 6 72.0911 0.0703975
7 96 6 82.3861 0.0692819
8 96 6 92.6816 0.0680482
9 96 6 102.979 0.0669296
10 96 6 113.274 0.0659689
11 96 6 123.571 0.0650836
12 96 6 133.873 0.0642361
13 96 6 144.179 0.0633661
14 96 6 154.479 0.062438
15 96 6 164.778 0.0616418
16 96 6 175.082 0.061014
17 96 6 185.382 0.0604449
18 96 6 195.676 0.0598622
19 96 6 205.983 0.0592394
20 96 6 216.282 0.0586805
21 96 6 226.589 0.0582609
22 96 6 236.887 0.0578657
23 96 6 247.19 0.0575315
24 96 6 257.49 0.0572579
25 96 6 267.792 0.0570715
26 96 6 278.089 0.0569911
27 96 6 288.389 0.0569534
28 96 6 298.687 0.0569255
29 96 6 308.992 0.0569117
